County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total Votes
White,Nacoochee,1552.0,204.0,468.0,206.0,1.0,879.0,57.0,135.0,137.0,0.0,329.0,10.0,12.0,5.0,0.0,27.0,1235.0
White,Robertstown,407.0,102.0,99.0,36.0,0.0,237.0,17.0,29.0,20.0,0.0,66.0,3.0,7.0,2.0,0.0,12.0,315.0
White,Shoal Creek,2538.0,442.0,779.0,218.0,0.0,1439.0,42.0,69.0,72.0,0.0,183.0,11.0,18.0,8.0,0.0,37.0,1659.0
White,Tesnatee,1231.0,187.0,406.0,140.0,0.0,733.0,26.0,73.0,49.0,0.0,148.0,11.0,12.0,2.0,0.0,25.0,906.0
White,Town Creek,1593.0,291.0,505.0,131.0,2.0,929.0,29.0,67.0,67.0,0.0,163.0,17.0,11.0,10.0,0.0,38.0,1130.0
White,White Creek,1779.0,350.0,613.0,176.0,0.0,1139.0,21.0,38.0,45.0,0.0,104.0,15.0,10.0,8.0,0.0,33.0,1276.0
Bartow,Adairsville,6995.0,794.0,2427.0,512.0,1.0,3734.0,140.0,419.0,320.0,1.0,880.0,43.0,74.0,22.0,0.0,139.0,4753.0
Bartow,Allatoona,4729.0,551.0,1119.0,256.0,0.0,1926.0,121.0,292.0,259.0,0.0,672.0,31.0,48.0,20.0,0.0,99.0,2697.0
Bartow,Cartersville East,6805.0,526.0,1710.0,530.0,0.0,2766.0,288.0,666.0,531.0,0.0,1485.0,34.0,50.0,31.0,0.0,115.0,4366.0
Bartow,Cartersville West,8129.0,560.0,2724.0,756.0,0.0,4040.0,219.0,829.0,589.0,1.0,1638.0,43.0,75.0,28.0,0.0,146.0,5824.0
Bartow,Cassville,4588.0,403.0,1233.0,554.0,2.0,2192.0,136.0,399.0,457.0,3.0,995.0,32.0,42.0,30.0,0.0,104.0,3291.0
Bartow,Center,4007.0,662.0,1238.0,380.0,2.0,2282.0,107.0,237.0,212.0,0.0,556.0,34.0,31.0,15.0,0.0,80.0,2918.0
Bartow,Emerson,3122.0,575.0,739.0,253.0,1.0,1568.0,91.0,138.0,167.0,0.0,396.0,31.0,14.0,5.0,0.0,50.0,2014.0
Bartow,Euharlee,5322.0,828.0,1630.0,338.0,1.0,2797.0,170.0,364.0,298.0,0.0,832.0,36.0,58.0,22.0,0.0,116.0,3745.0
Bartow,Folsom,1448.0,409.0,356.0,112.0,0.0,877.0,24.0,47.0,36.0,0.0,107.0,13.0,5.0,4.0,0.0,22.0,1006.0
Bartow,Hamilton Crossing,6598.0,703.0,2135.0,348.0,0.0,3186.0,171.0,485.0,234.0,0.0,890.0,21.0,51.0,24.0,0.0,96.0,4172.0
Bartow,Kingston,2674.0,634.0,679.0,230.0,0.0,1543.0,90.0,101.0,76.0,0.0,267.0,20.0,15.0,14.0,0.0,49.0,1859.0
Bartow,Mission Road,4012.0,423.0,1271.0,327.0,3.0,2024.0,107.0,347.0,250.0,1.0,705.0,22.0,26.0,17.0,0.0,65.0,2794.0
Bartow,Pine Log,2132.0,629.0,504.0,200.0,1.0,1334.0,60.0,69.0,59.0,0.0,188.0,26.0,15.0,8.0,0.0,49.0,1571.0
Bartow,Taylorsville,2829.0,779.0,800.0,251.0,0.0,1830.0,72.0,69.0,68.0,0.0,209.0,18.0,14.0,8.0,0.0,40.0,2079.0
Bartow,White,2723.0,643.0,752.0,229.0,1.0,1625.0,73.0,100.0,98.0,0.0,271.0,23.0,12.0,8.0,0.0,43.0,1939.0
Bartow,Zena Drive,6431.0,498.0,1400.0,435.0,4.0,2337.0,270.0,622.0,385.0,2.0,1279.0,38.0,49.0,28.0,1.0,116.0,3732.0
Bartow,Woodland,1865.0,300.0,492.0,154.0,1.0,947.0,49.0,134.0,110.0,0.0,293.0,17.0,8.0,7.0,0.0,32.0,1272.0
Bacon,Douglas,6720.0,417.0,3047.0,465.0,0.0,3929.0,127.0,276.0,187.0,1.0,591.0,24.0,37.0,9.0,0.0,70.0,4590.0
Rabun,Rabun County,13072.0,1167.0,4573.0,1652.0,0.0,7392.0,188.0,843.0,794.0,0.0,1825.0,66.0,111.0,78.0,0.0,255.0,9472.0
Hall,Wilson,0.0,337.0,1674.0,928.0,0.0,2939.0,162.0,427.0,579.0,0.0,1168.0,18.0,39.0,39.0,0.0,96.0,4203.0
Hall,Chicopee,0.0,220.0,753.0,220.0,0.0,1193.0,186.0,493.0,245.0,0.0,924.0,27.0,41.0,16.0,0.0,84.0,2201.0
Hall,Oakwood I,0.0,221.0,549.0,177.0,0.0,947.0,151.0,368.0,158.0,0.0,677.0,18.0,32.0,10.0,0.0,60.0,1684.0
Hall,Oakwood II,0.0,401.0,1431.0,449.0,0.0,2281.0,96.0,360.0,231.0,0.0,687.0,16.0,35.0,25.0,0.0,76.0,3044.0
Hall,Flowery Branch I,0.0,428.0,1512.0,451.0,0.0,2391.0,99.0,364.0,304.0,0.0,767.0,20.0,47.0,26.0,0.0,93.0,3251.0
Hall,Flowery Branch II,0.0,381.0,1050.0,245.0,0.0,1676.0,110.0,329.0,239.0,0.0,678.0,27.0,50.0,18.0,0.0,95.0,2449.0
Hall,Roberts,0.0,483.0,1957.0,698.0,0.0,3138.0,125.0,436.0,386.0,0.0,947.0,23.0,38.0,36.0,0.0,97.0,4182.0
Hall,Morgan I,0.0,451.0,1574.0,357.0,0.0,2382.0,87.0,272.0,178.0,0.0,537.0,34.0,44.0,13.0,0.0,91.0,3010.0
Hall,Morgan II,0.0,348.0,1588.0,446.0,0.0,2382.0,148.0,492.0,300.0,0.0,940.0,30.0,46.0,22.0,0.0,98.0,3420.0
Hall,Candler,0.0,479.0,1702.0,470.0,0.0,2651.0,225.0,572.0,330.0,0.0,1127.0,41.0,50.0,25.0,0.0,116.0,3894.0
Hall,Tadmore,0.0,394.0,1018.0,315.0,0.0,1727.0,389.0,809.0,437.0,0.0,1635.0,34.0,50.0,24.0,0.0,108.0,3470.0
Hall,Glade,0.0,351.0,1183.0,302.0,0.0,1836.0,92.0,266.0,212.0,0.0,570.0,23.0,36.0,15.0,0.0,74.0,2480.0
Hall,Lula,0.0,532.0,1203.0,260.0,0.0,1995.0,83.0,151.0,110.0,0.0,344.0,27.0,22.0,19.0,0.0,68.0,2407.0
Hall,Clermont,0.0,420.0,1678.0,325.0,0.0,2423.0,28.0,141.0,80.0,0.0,249.0,12.0,35.0,11.0,0.0,58.0,2730.0
Hall,Quillians,0.0,229.0,1419.0,276.0,0.0,1924.0,23.0,133.0,83.0,0.0,239.0,9.0,35.0,4.0,0.0,48.0,2211.0
Hall,Bark Camp,0.0,456.0,2316.0,583.0,0.0,3355.0,95.0,383.0,280.0,0.0,758.0,22.0,54.0,33.0,0.0,109.0,4222.0
Hall,Chestatee,0.0,458.0,1382.0,420.0,0.0,2260.0,91.0,231.0,229.0,0.0,551.0,30.0,34.0,21.0,0.0,85.0,2896.0
Hall,Fork,0.0,511.0,1164.0,378.0,0.0,2053.0,77.0,226.0,199.0,0.0,502.0,14.0,29.0,11.0,0.0,54.0,2609.0
Hall,Whelchel,0.0,348.0,1680.0,452.0,0.0,2480.0,90.0,296.0,260.0,0.0,646.0,34.0,56.0,14.0,0.0,104.0,3230.0
Hall,West Whelchel,0.0,332.0,1432.0,658.0,0.0,2422.0,61.0,276.0,332.0,0.0,669.0,19.0,44.0,12.0,0.0,75.0,3166.0
Hall,Gainesville I,0.0,333.0,934.0,428.0,0.0,1695.0,150.0,449.0,337.0,0.0,936.0,29.0,44.0,30.0,0.0,103.0,2734.0
Hall,Gainesville II,0.0,60.0,122.0,85.0,0.0,267.0,290.0,563.0,480.0,0.0,1333.0,15.0,13.0,14.0,0.0,42.0,1642.0
Hall,Gainesville III,0.0,291.0,638.0,241.0,0.0,1170.0,316.0,590.0,312.0,0.0,1218.0,27.0,51.0,21.0,0.0,99.0,2487.0
Hall,Gainesville IV,0.0,175.0,575.0,221.0,0.0,971.0,115.0,360.0,235.0,0.0,710.0,22.0,22.0,6.0,0.0,50.0,1731.0
Hall,Gainesville V,0.0,127.0,332.0,103.0,0.0,562.0,71.0,151.0,112.0,0.0,334.0,12.0,7.0,7.0,0.0,26.0,922.0
Hall,Gillsville,0.0,309.0,353.0,75.0,0.0,737.0,39.0,57.0,37.0,0.0,133.0,5.0,10.0,2.0,0.0,17.0,887.0
Hall,Big Hickory,0.0,376.0,1827.0,416.0,0.0,2619.0,35.0,177.0,147.0,0.0,359.0,11.0,27.0,14.0,0.0,52.0,3030.0
Hall,Friendship I,0.0,516.0,3426.0,1200.0,0.0,5142.0,110.0,711.0,813.0,0.0,1634.0,28.0,84.0,39.0,0.0,151.0,6927.0
Hall,Friendship II,0.0,394.0,1163.0,252.0,0.0,1809.0,72.0,314.0,163.0,0.0,549.0,20.0,41.0,12.0,0.0,73.0,2431.0
Hall,Friendship III,0.0,313.0,1727.0,330.0,0.0,2370.0,117.0,471.0,270.0,0.0,858.0,28.0,51.0,22.0,0.0,101.0,3329.0
Hall,Friendship IV,0.0,181.0,1539.0,258.0,0.0,1978.0,45.0,494.0,243.0,0.0,782.0,7.0,43.0,6.0,0.0,56.0,2816.0
Banks,Anderson,1533.0,217.0,563.0,101.0,1.0,882.0,12.0,45.0,41.0,0.0,98.0,5.0,19.0,2.0,0.0,26.0,1006.0
Banks,Baldwin,876.0,84.0,308.0,112.0,0.0,504.0,20.0,47.0,44.0,0.0,111.0,2.0,6.0,5.0,0.0,13.0,628.0
Banks,Berlin,415.0,42.0,192.0,28.0,1.0,263.0,3.0,19.0,5.0,0.0,27.0,2.0,2.0,0.0,0.0,4.0,294.0
Banks,Bushville,816.0,115.0,294.0,41.0,1.0,451.0,7.0,21.0,13.0,0.0,41.0,5.0,6.0,3.0,0.0,14.0,506.0
Banks,Columbia,363.0,64.0,164.0,30.0,0.0,258.0,4.0,7.0,6.0,0.0,17.0,1.0,2.0,0.0,1.0,4.0,279.0
Banks,Davids,1977.0,236.0,727.0,122.0,4.0,1089.0,26.0,77.0,50.0,0.0,153.0,8.0,20.0,4.0,0.0,32.0,1274.0
Banks,Golden Hill,1008.0,126.0,345.0,67.0,0.0,538.0,14.0,30.0,33.0,2.0,79.0,3.0,3.0,0.0,0.0,6.0,623.0
Banks,Grove River,600.0,85.0,229.0,67.0,0.0,381.0,10.0,16.0,8.0,0.0,34.0,6.0,2.0,0.0,0.0,8.0,423.0
Banks,Hollingsworth,667.0,82.0,288.0,47.0,1.0,418.0,4.0,19.0,27.0,0.0,50.0,3.0,8.0,3.0,0.0,14.0,482.0
Banks,Homer,1544.0,169.0,658.0,109.0,1.0,937.0,19.0,48.0,34.0,0.0,101.0,8.0,10.0,4.0,0.0,22.0,1060.0
Banks,Poplar Springs,1775.0,220.0,720.0,159.0,1.0,1100.0,21.0,48.0,38.0,0.0,107.0,8.0,18.0,3.0,0.0,29.0,1236.0
Banks,Washington,704.0,82.0,299.0,50.0,1.0,432.0,9.0,27.0,18.0,0.0,54.0,1.0,6.0,1.0,0.0,8.0,494.0
Banks,Wilmonts,620.0,73.0,261.0,49.0,0.0,383.0,3.0,16.0,8.0,0.0,27.0,4.0,4.0,2.0,0.0,10.0,420.0
Taylor,Precinct 1,1108.0,21.0,90.0,18.0,1.0,130.0,124.0,265.0,133.0,1.0,523.0,3.0,10.0,5.0,0.0,18.0,671.0
Taylor,Precinct 5,2219.0,170.0,1014.0,150.0,8.0,1342.0,51.0,114.0,67.0,1.0,233.0,3.0,24.0,4.0,0.0,31.0,1606.0
Taylor,Precinct 6,2073.0,155.0,639.0,130.0,3.0,927.0,98.0,207.0,251.0,0.0,556.0,6.0,19.0,7.0,0.0,32.0,1515.0
Crawford,District 1A,516.0,63.0,98.0,28.0,0.0,189.0,43.0,53.0,37.0,0.0,133.0,1.0,4.0,0.0,0.0,5.0,327.0
Crawford,District 1B,1025.0,48.0,215.0,37.0,1.0,301.0,50.0,238.0,114.0,0.0,402.0,1.0,8.0,2.0,0.0,11.0,714.0
Crawford,District 2,1659.0,115.0,469.0,98.0,0.0,682.0,68.0,270.0,168.0,1.0,507.0,8.0,13.0,7.0,0.0,28.0,1217.0
Crawford,District 3,1738.0,193.0,709.0,120.0,0.0,1022.0,35.0,93.0,53.0,0.0,181.0,6.0,16.0,6.0,0.0,28.0,1231.0
Crawford,District 4,1805.0,351.0,609.0,135.0,0.0,1095.0,35.0,74.0,54.0,0.0,163.0,7.0,10.0,11.0,0.0,28.0,1286.0
Crawford,District 5,1769.0,356.0,571.0,114.0,0.0,1041.0,31.0,78.0,66.0,0.0,175.0,16.0,13.0,6.0,0.0,35.0,1251.0
Spalding,1,2260.0,47.0,46.0,32.0,8.0,133.0,248.0,280.0,264.0,38.0,830.0,15.0,5.0,11.0,1.0,32.0,995.0
Spalding,2,1956.0,35.0,40.0,19.0,9.0,103.0,271.0,276.0,264.0,15.0,826.0,10.0,8.0,8.0,0.0,26.0,955.0
Spalding,3,2774.0,243.0,840.0,302.0,147.0,1532.0,68.0,245.0,171.0,50.0,534.0,9.0,15.0,15.0,6.0,45.0,2111.0
Spalding,5,3715.0,165.0,432.0,198.0,68.0,863.0,231.0,512.0,310.0,92.0,1145.0,16.0,21.0,13.0,5.0,55.0,2063.0
Spalding,6,2438.0,58.0,137.0,72.0,11.0,278.0,253.0,361.0,300.0,14.0,928.0,8.0,12.0,11.0,1.0,32.0,1238.0
Spalding,7,1705.0,313.0,458.0,185.0,16.0,972.0,68.0,142.0,88.0,4.0,302.0,15.0,11.0,6.0,0.0,32.0,1306.0
Spalding,8,1789.0,255.0,482.0,190.0,15.0,942.0,90.0,137.0,107.0,7.0,341.0,8.0,6.0,7.0,2.0,23.0,1306.0
Spalding,9,1950.0,370.0,500.0,181.0,24.0,1075.0,47.0,74.0,77.0,7.0,205.0,7.0,13.0,9.0,0.0,29.0,1309.0
Spalding,10,1981.0,275.0,467.0,146.0,8.0,896.0,135.0,231.0,141.0,16.0,523.0,7.0,7.0,6.0,0.0,20.0,1439.0
Spalding,11,2506.0,406.0,593.0,158.0,20.0,1177.0,166.0,248.0,189.0,10.0,613.0,14.0,8.0,10.0,1.0,33.0,1823.0
Spalding,12,2163.0,430.0,612.0,210.0,27.0,1279.0,59.0,112.0,107.0,2.0,280.0,17.0,8.0,4.0,1.0,30.0,1589.0
Spalding,13,2586.0,560.0,587.0,217.0,42.0,1406.0,62.0,109.0,69.0,7.0,247.0,14.0,12.0,11.0,1.0,38.0,1691.0
Spalding,14,1985.0,348.0,289.0,133.0,19.0,789.0,128.0,116.0,103.0,6.0,353.0,21.0,3.0,8.0,1.0,33.0,1175.0
Spalding,16,4596.0,177.0,430.0,183.0,22.0,812.0,332.0,703.0,627.0,52.0,1714.0,19.0,18.0,13.0,0.0,50.0,2576.0
Spalding,17,2011.0,249.0,375.0,81.0,20.0,725.0,110.0,150.0,126.0,7.0,393.0,8.0,8.0,13.0,1.0,30.0,1148.0
Spalding,19,2664.0,388.0,661.0,243.0,14.0,1306.0,133.0,216.0,163.0,9.0,521.0,12.0,13.0,10.0,0.0,35.0,1862.0
Spalding,20,2190.0,460.0,583.0,165.0,20.0,1228.0,49.0,88.0,80.0,4.0,221.0,18.0,7.0,3.0,1.0,29.0,1478.0
Spalding,21,4716.0,339.0,1188.0,698.0,27.0,2252.0,100.0,498.0,771.0,10.0,1379.0,19.0,15.0,35.0,0.0,69.0,3700.0
Toombs,15361 Lyons,0.0,297.0,1083.0,249.0,0.0,1629.0,136.0,269.0,170.0,1.0,576.0,7.0,18.0,9.0,0.0,34.0,2239.0
Toombs,39 Newbranch,0.0,321.0,499.0,112.0,0.0,932.0,18.0,33.0,60.0,0.0,111.0,1.0,6.0,3.0,0.0,10.0,1053.0
Toombs,43 Cedar Crossing,0.0,343.0,444.0,108.0,0.0,895.0,27.0,24.0,22.0,1.0,74.0,6.0,7.0,1.0,0.0,14.0,983.0
Toombs,513 VPD,0.0,484.0,1749.0,471.0,4.0,2708.0,219.0,541.0,445.0,1.0,1206.0,22.0,32.0,14.0,0.0,68.0,3982.0
Toombs,514 STIALC,0.0,333.0,1045.0,251.0,0.0,1629.0,174.0,384.0,304.0,3.0,865.0,7.0,22.0,18.0,0.0,47.0,2541.0
Coweta,Senoia,5838.0,993.0,1770.0,661.0,0.0,3424.0,157.0,472.0,465.0,1.0,1095.0,45.0,41.0,22.0,0.0,108.0,4627.0
Coweta,Moreland,2758.0,895.0,579.0,286.0,0.0,1760.0,117.0,98.0,171.0,0.0,386.0,19.0,14.0,12.0,1.0,46.0,2192.0
Coweta,Pine Road,2095.0,545.0,494.0,233.0,0.0,1272.0,49.0,100.0,91.0,0.0,240.0,16.0,8.0,5.0,0.0,29.0,1541.0
Coweta,Dresden,839.0,331.0,110.0,64.0,0.0,505.0,51.0,24.0,42.0,0.0,117.0,12.0,2.0,2.0,0.0,16.0,638.0
Coweta,Newnan,3478.0,325.0,342.0,182.0,0.0,849.0,317.0,458.0,489.0,0.0,1264.0,25.0,13.0,17.0,0.0,55.0,2168.0
Coweta,Sharpsburg,4526.0,869.0,1476.0,414.0,1.0,2760.0,122.0,315.0,259.0,0.0,696.0,32.0,34.0,16.0,0.0,82.0,3538.0
Coweta,Fischer Road,4328.0,661.0,1320.0,452.0,0.0,2433.0,168.0,360.0,349.0,1.0,878.0,29.0,36.0,19.0,0.0,84.0,3395.0
Coweta,Cedar Creek,5330.0,972.0,1592.0,665.0,0.0,3229.0,144.0,394.0,425.0,0.0,963.0,47.0,30.0,25.0,0.0,102.0,4294.0
Coweta,Grantville,2572.0,672.0,357.0,171.0,1.0,1201.0,198.0,142.0,162.0,0.0,502.0,24.0,13.0,11.0,0.0,48.0,1751.0
Coweta,Haralson,2339.0,769.0,498.0,185.0,0.0,1452.0,93.0,78.0,133.0,0.0,304.0,26.0,9.0,12.0,0.0,47.0,1803.0
Coweta,Welcome,3212.0,1041.0,470.0,302.0,0.0,1813.0,154.0,132.0,198.0,0.0,484.0,32.0,10.0,10.0,0.0,52.0,2349.0
Coweta,Panther Creek,3028.0,859.0,501.0,252.0,0.0,1612.0,148.0,127.0,219.0,0.0,494.0,31.0,17.0,15.0,0.0,63.0,2169.0
Coweta,Raymond,2492.0,604.0,650.0,241.0,0.0,1495.0,99.0,133.0,144.0,0.0,376.0,17.0,11.0,16.0,0.0,44.0,1915.0
Coweta,Turin,4477.0,1002.0,1357.0,445.0,0.0,2804.0,165.0,304.0,265.0,0.0,734.0,42.0,25.0,13.0,0.0,80.0,3618.0
Coweta,Smokey Road,2559.0,410.0,334.0,175.0,0.0,919.0,225.0,260.0,262.0,1.0,748.0,21.0,14.0,14.0,0.0,49.0,1716.0
Coweta,Central,4395.0,268.0,395.0,174.0,0.0,837.0,456.0,575.0,478.0,3.0,1512.0,28.0,26.0,22.0,2.0,78.0,2427.0
Coweta,Newnan Centre,20465.0,2064.0,4629.0,1814.0,0.0,8507.0,1102.0,2831.0,2164.0,0.0,6097.0,120.0,129.0,119.0,2.0,370.0,14974.0
Coweta,Greentop,2846.0,468.0,456.0,311.0,0.0,1235.0,182.0,267.0,288.0,1.0,738.0,22.0,17.0,21.0,0.0,60.0,2033.0
Coweta,Expo Center,1974.0,456.0,351.0,240.0,0.0,1047.0,141.0,136.0,150.0,0.0,427.0,21.0,6.0,11.0,0.0,38.0,1512.0
Coweta,White Oak,4636.0,685.0,1304.0,386.0,1.0,2376.0,213.0,443.0,371.0,0.0,1027.0,31.0,42.0,24.0,0.0,97.0,3500.0
Coweta,Madras,4462.0,709.0,1123.0,459.0,0.0,2291.0,189.0,510.0,432.0,4.0,1135.0,34.0,37.0,24.0,0.0,95.0,3521.0
Coweta,Cannongate,3653.0,789.0,1027.0,397.0,0.0,2213.0,131.0,272.0,226.0,0.0,629.0,27.0,25.0,22.0,0.0,74.0,2916.0
Coweta,Westside,838.0,83.0,56.0,38.0,0.0,177.0,162.0,76.0,98.0,0.0,336.0,12.0,2.0,1.0,0.0,15.0,528.0
Coweta,Northside,2285.0,533.0,348.0,248.0,0.0,1129.0,191.0,161.0,217.0,1.0,570.0,29.0,11.0,17.0,0.0,57.0,1756.0
Coweta,Thomas Crossroads,4962.0,832.0,1641.0,448.0,0.0,2921.0,158.0,383.0,311.0,0.0,852.0,34.0,40.0,18.0,0.0,92.0,3865.0
Coweta,Coweta Central Library,1723.0,270.0,607.0,161.0,0.0,1038.0,67.0,150.0,94.0,0.0,311.0,10.0,9.0,8.0,0.0,27.0,1376.0
Jasper,Wyatt,1940.0,441.0,485.0,131.0,1.0,1058.0,78.0,80.0,106.0,1.0,265.0,11.0,8.0,5.0,0.0,24.0,1347.0
Jasper,Monticello,4516.0,265.0,1529.0,345.0,10.0,2149.0,165.0,546.0,410.0,0.0,1121.0,16.0,30.0,16.0,0.0,62.0,3332.0
Jasper,Martin-Burney,3976.0,797.0,1424.0,322.0,1.0,2544.0,53.0,133.0,118.0,0.0,304.0,29.0,21.0,15.0,0.0,65.0,2913.0
Atkinson,Pearson County,1802.0,226.0,707.0,75.0,0.0,1008.0,33.0,93.0,38.0,0.0,164.0,4.0,7.0,2.0,0.0,13.0,1185.0
Atkinson,Axson,742.0,189.0,245.0,26.0,1.0,461.0,21.0,22.0,3.0,0.0,46.0,6.0,4.0,0.0,0.0,10.0,517.0
Atkinson,Willacoochee,1311.0,226.0,296.0,43.0,0.0,565.0,102.0,130.0,38.0,0.0,270.0,9.0,8.0,0.0,0.0,17.0,852.0
Atkinson,Pearson City,944.0,68.0,144.0,26.0,0.0,238.0,64.0,185.0,44.0,0.0,293.0,4.0,7.0,1.0,0.0,12.0,543.0
DeKalb,Allgood Elem,2858.0,47.0,73.0,68.0,1.0,189.0,220.0,892.0,566.0,4.0,1682.0,13.0,15.0,11.0,0.0,39.0,1910.0
DeKalb,Ashford Park Elem,2432.0,213.0,601.0,194.0,0.0,1008.0,86.0,494.0,365.0,1.0,946.0,14.0,19.0,12.0,0.0,45.0,1999.0
DeKalb,Austin,2538.0,242.0,635.0,345.0,3.0,1225.0,53.0,495.0,400.0,1.0,949.0,13.0,9.0,7.0,0.0,29.0,2203.0
DeKalb,Avondale,2906.0,211.0,226.0,149.0,0.0,586.0,223.0,920.0,737.0,1.0,1881.0,15.0,21.0,22.0,0.0,58.0,2525.0
DeKalb,Austin Drive,2536.0,25.0,33.0,30.0,2.0,90.0,187.0,621.0,428.0,14.0,1250.0,6.0,22.0,13.0,0.0,41.0,1381.0
DeKalb,Ashford Dunwoody Rd,2966.0,205.0,668.0,256.0,4.0,1133.0,58.0,758.0,500.0,2.0,1318.0,9.0,17.0,13.0,0.0,39.0,2490.0
DeKalb,Ashford Parkside,3664.0,188.0,644.0,319.0,2.0,1153.0,96.0,789.0,684.0,4.0,1573.0,10.0,21.0,19.0,0.0,50.0,2776.0
DeKalb,Avondale High,3151.0,52.0,141.0,101.0,0.0,294.0,109.0,1115.0,916.0,4.0,2144.0,15.0,18.0,16.0,0.0,49.0,2487.0
DeKalb,Boulevard,4675.0,54.0,168.0,85.0,1.0,308.0,243.0,1820.0,1173.0,3.0,3239.0,11.0,31.0,20.0,0.0,62.0,3609.0
DeKalb,Briar Vista Elem,2965.0,127.0,211.0,150.0,1.0,489.0,141.0,788.0,775.0,0.0,1704.0,13.0,9.0,24.0,0.0,46.0,2239.0
DeKalb,Briarlake Elem,1752.0,139.0,232.0,167.0,0.0,538.0,76.0,451.0,388.0,0.0,915.0,5.0,13.0,14.0,1.0,33.0,1486.0
DeKalb,Briarwood,2428.0,127.0,415.0,145.0,1.0,688.0,98.0,578.0,392.0,3.0,1071.0,8.0,15.0,15.0,0.0,38.0,1797.0
DeKalb,Brockett Elem,2752.0,79.0,290.0,198.0,0.0,567.0,136.0,717.0,483.0,7.0,1343.0,6.0,22.0,14.0,0.0,42.0,1952.0
DeKalb,Briarcliff,3122.0,163.0,344.0,313.0,4.0,824.0,93.0,641.0,721.0,3.0,1458.0,13.0,15.0,21.0,0.0,49.0,2331.0
DeKalb,Brockett,2681.0,147.0,254.0,156.0,3.0,560.0,163.0,686.0,454.0,5.0,1308.0,19.0,22.0,11.0,0.0,52.0,1920.0
DeKalb,Brookhaven,3444.0,271.0,730.0,245.0,1.0,1247.0,123.0,810.0,549.0,2.0,1484.0,13.0,27.0,18.0,0.0,58.0,2789.0
DeKalb,Browns Mill Elem,3829.0,19.0,43.0,36.0,0.0,98.0,296.0,1463.0,846.0,5.0,2610.0,13.0,16.0,15.0,0.0,44.0,2752.0
DeKalb,Bouldercrest Road,2004.0,9.0,32.0,14.0,0.0,55.0,158.0,752.0,358.0,2.0,1270.0,3.0,9.0,3.0,0.0,15.0,1340.0
DeKalb,Bethune Middle,4838.0,27.0,58.0,39.0,4.0,128.0,320.0,1356.0,945.0,16.0,2637.0,9.0,16.0,13.0,0.0,38.0,2803.0
DeKalb,Burgess Elem,3493.0,41.0,97.0,53.0,2.0,193.0,171.0,1328.0,871.0,6.0,2376.0,12.0,21.0,17.0,0.0,50.0,2619.0
DeKalb,Columbia Drive,2526.0,14.0,14.0,30.0,0.0,58.0,220.0,591.0,427.0,8.0,1246.0,6.0,8.0,12.0,0.0,26.0,1330.0
DeKalb,Canby Lane Elem,2004.0,11.0,22.0,22.0,0.0,55.0,214.0,534.0,414.0,7.0,1169.0,11.0,8.0,10.0,2.0,31.0,1255.0
DeKalb,Columbia Elem,1794.0,3.0,15.0,9.0,1.0,28.0,148.0,325.0,224.0,10.0,707.0,1.0,6.0,0.0,0.0,7.0,742.0
DeKalb,Cedar Grove Elem,4097.0,23.0,40.0,21.0,2.0,86.0,286.0,1463.0,761.0,9.0,2519.0,7.0,28.0,14.0,0.0,49.0,2654.0
DeKalb,Chamblee,2231.0,109.0,332.0,85.0,0.0,526.0,109.0,574.0,375.0,2.0,1060.0,14.0,23.0,14.0,1.0,52.0,1638.0
DeKalb,Candler-Murphey Candler Elem,3712.0,29.0,87.0,43.0,0.0,159.0,273.0,1388.0,612.0,6.0,2279.0,15.0,22.0,14.0,1.0,52.0,2490.0
DeKalb,Chapel Hill Elem,3349.0,19.0,33.0,22.0,1.0,75.0,250.0,1189.0,676.0,7.0,2122.0,9.0,27.0,10.0,0.0,46.0,2243.0
DeKalb,Chesnut Elem,2363.0,106.0,244.0,86.0,1.0,437.0,173.0,700.0,348.0,1.0,1222.0,12.0,14.0,6.0,0.0,32.0,1691.0
DeKalb,Clairemont West,3264.0,75.0,188.0,163.0,1.0,427.0,111.0,1144.0,1059.0,3.0,2317.0,10.0,22.0,14.0,0.0,46.0,2790.0
DeKalb,Clairmont Road,3223.0,99.0,197.0,199.0,2.0,497.0,146.0,821.0,872.0,4.0,1843.0,4.0,11.0,12.0,0.0,27.0,2367.0
DeKalb,Clarkston,3878.0,45.0,94.0,39.0,0.0,178.0,369.0,931.0,413.0,13.0,1726.0,18.0,21.0,10.0,1.0,50.0,1954.0
DeKalb,Clifton,1731.0,8.0,24.0,15.0,0.0,47.0,128.0,519.0,323.0,5.0,975.0,2.0,7.0,6.0,1.0,16.0,1038.0
