County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Choice Total,Total Votes
Fulton,SS29A,2842.0,790.0,1221.0,43.0,2054.0
Fulton,SS31,1703.0,534.0,728.0,27.0,1289.0
Fulton,UC01A,4234.0,92.0,1824.0,51.0,1967.0
Fulton,UC01B,428.0,9.0,215.0,6.0,230.0
Fulton,UC01D,6.0,0.0,0.0,0.0,0.0
Fulton,UC01E,512.0,15.0,373.0,5.0,393.0
Fulton,UC02A,5609.0,145.0,3576.0,71.0,3792.0
Fulton,UC02B,32.0,4.0,15.0,1.0,20.0
Fulton,UC02C,3614.0,103.0,1471.0,49.0,1623.0
Fulton,UC031,2745.0,253.0,1187.0,35.0,1475.0
Fulton,UC032,393.0,39.0,223.0,5.0,267.0
Glynn,Sterling Elementary,4578.0,2250.0,707.0,51.0,3008.0
Glynn,Brookman,3460.0,1685.0,634.0,53.0,2372.0
Glynn,Satilla Marshes,2824.0,1428.0,580.0,47.0,2055.0
Glynn,Blythe Island Baptist,2529.0,1427.0,311.0,51.0,1789.0
Glynn,Christian Renewal,3699.0,2126.0,872.0,50.0,3048.0
Glynn,Hampton River,2823.0,1732.0,614.0,24.0,2370.0
Glynn,St William Catholic Church,4333.0,2455.0,1016.0,52.0,3523.0
Glynn,First Baptist,4316.0,2347.0,1008.0,64.0,3419.0
Glynn,Jekyll Island,774.0,343.0,262.0,12.0,617.0
Glynn,Sterling Church of God,3925.0,1671.0,804.0,69.0,2544.0
Glynn,SE Baptist Bldg,2109.0,891.0,370.0,34.0,1295.0
Glynn,Career Academy,2960.0,1395.0,541.0,67.0,2003.0
Glynn,C B Greer School,3288.0,1527.0,681.0,53.0,2261.0
Glynn,Ballard,3286.0,1263.0,674.0,46.0,1983.0
Glynn,Northside Baptist,3313.0,775.0,1149.0,59.0,1983.0
Glynn,The Chapel,2971.0,688.0,890.0,47.0,1625.0
Glynn,College Place UMC,2367.0,543.0,819.0,41.0,1403.0
Glynn,Howard Coffin Park,3320.0,627.0,1110.0,62.0,1799.0
Glynn,Urbana-Perry Parks,3638.0,198.0,1459.0,66.0,1723.0
Glynn,Selden Park,1439.0,189.0,437.0,22.0,648.0
Cherokee,Air Acres,3050.0,1523.0,881.0,74.0,2478.0
Cherokee,Arnold Mill,4884.0,2812.0,1023.0,107.0,3942.0
Cherokee,Avery,3592.0,2305.0,523.0,75.0,2903.0
Cherokee,Ball Ground,4065.0,2496.0,463.0,97.0,3056.0
Cherokee,Bascomb,4115.0,2123.0,953.0,87.0,3163.0
Cherokee,Bells,5906.0,2243.0,1746.0,139.0,4128.0
Cherokee,Booth,3899.0,2098.0,929.0,74.0,3101.0
Cherokee,Bradshaw,4491.0,2698.0,876.0,86.0,3660.0
Cherokee,Bridgemill,5113.0,2995.0,1037.0,102.0,4134.0
Cherokee,Canton,8213.0,3776.0,1770.0,142.0,5688.0
Cherokee,Carmel,4581.0,1712.0,1237.0,103.0,3052.0
Cherokee,Clayton,4906.0,2832.0,748.0,115.0,3695.0
Cherokee,Conns Creek,895.0,608.0,61.0,9.0,678.0
Cherokee,Deer Run,3035.0,1510.0,775.0,67.0,2352.0
Cherokee,Dixie,5733.0,2282.0,1522.0,154.0,3958.0
Cherokee,Freehome,5790.0,3646.0,897.0,105.0,4648.0
Cherokee,Hickory Flat,7334.0,4039.0,1676.0,167.0,5882.0
Cherokee,Hightower,3483.0,2276.0,417.0,67.0,2760.0
Cherokee,Hillside,3155.0,1803.0,685.0,58.0,2546.0
Cherokee,Holly Springs,3262.0,1542.0,563.0,101.0,2206.0
Cherokee,Kellogg,5482.0,2332.0,1213.0,136.0,3681.0
Cherokee,Liberty,8350.0,3882.0,1850.0,211.0,5943.0
Cherokee,Little River,7480.0,3655.0,2120.0,137.0,5912.0
Cherokee,Macedonia,4853.0,3027.0,813.0,91.0,3931.0
Cherokee,Mountain Road,3078.0,1731.0,606.0,97.0,2434.0
Cherokee,Neese,7642.0,3290.0,2055.0,190.0,5535.0
Cherokee,Oak Grove,3749.0,1804.0,754.0,70.0,2628.0
Cherokee,R M Moore,3468.0,2213.0,307.0,67.0,2587.0
Cherokee,R T Jones,2525.0,1018.0,492.0,46.0,1556.0
Cherokee,Rosecreek,3748.0,1980.0,855.0,88.0,2923.0
Cherokee,Salacoa,727.0,439.0,65.0,14.0,518.0
Cherokee,Sixes,3101.0,1820.0,631.0,58.0,2509.0
Cherokee,Sutallee,2540.0,1664.0,319.0,48.0,2031.0
Cherokee,Teasley,7981.0,4273.0,1567.0,204.0,6044.0
Cherokee,Toonigh,6641.0,3433.0,1477.0,161.0,5071.0
Cherokee,Union Hill,4207.0,2706.0,649.0,84.0,3439.0
Cherokee,Univeter,5434.0,3141.0,811.0,104.0,4056.0
Cherokee,Victoria,3132.0,1657.0,553.0,85.0,2295.0
Cherokee,Waleska,2875.0,1705.0,476.0,54.0,2235.0
Cherokee,Wildcat,3215.0,1724.0,570.0,85.0,2379.0
Cherokee,Woodlands,3456.0,1561.0,1008.0,87.0,2656.0
Cherokee,Woodstock,7345.0,3010.0,1955.0,168.0,5133.0
Gwinnett,HARBINS A,7182.0,2373.0,2741.0,131.0,5245.0
Gwinnett,ROCKBRIDGE A,3987.0,520.0,2164.0,71.0,2755.0
Gwinnett,DACULA,4777.0,1392.0,1932.0,82.0,3406.0
Gwinnett,SUWANEE A,1737.0,548.0,653.0,51.0,1252.0
Gwinnett,BAYCREEK A,2720.0,1100.0,991.0,44.0,2135.0
Gwinnett,GOODWINS A,3921.0,1075.0,1591.0,73.0,2739.0
Gwinnett,DULUTH A,5042.0,1548.0,2190.0,98.0,3836.0
Gwinnett,DUNCANS A,4729.0,2374.0,1345.0,69.0,3788.0
Gwinnett,PUCKETTS A,5692.0,2893.0,1467.0,115.0,4475.0
Gwinnett,CATES A,2387.0,950.0,725.0,58.0,1733.0
Gwinnett,BERKSHIRE A,2555.0,524.0,1004.0,41.0,1569.0
Gwinnett,BERKSHIRE B,5338.0,967.0,2557.0,70.0,3594.0
Gwinnett,DUNCANS C,3040.0,1639.0,790.0,57.0,2486.0
Gwinnett,GARNERS A,3520.0,1388.0,1310.0,68.0,2766.0
Gwinnett,LAWRENCEVILLE A,3635.0,917.0,1258.0,68.0,2243.0
Gwinnett,LAWRENCEVILLE B,5097.0,1026.0,2380.0,90.0,3496.0
Gwinnett,MARTINS A,3303.0,483.0,1502.0,50.0,2035.0
Gwinnett,MARTINS B,3001.0,633.0,1268.0,56.0,1957.0
Gwinnett,MARTINS C,2549.0,669.0,1065.0,42.0,1776.0
Gwinnett,PINCKNEYVILLE A,2791.0,348.0,1242.0,53.0,1643.0
Gwinnett,PINCKNEYVILLE B,3485.0,503.0,1414.0,63.0,1980.0
Gwinnett,PINCKNEYVILLE C,2082.0,793.0,813.0,47.0,1653.0
Gwinnett,PINCKNEYVILLE D,2264.0,300.0,910.0,47.0,1257.0
Gwinnett,SUGAR HILL A,4654.0,1599.0,1317.0,92.0,3008.0
Gwinnett,SUGAR HILL B,5596.0,2069.0,1765.0,147.0,3981.0
Gwinnett,HOG MOUNTAIN A,5011.0,1336.0,2059.0,73.0,3468.0
Gwinnett,HOG MOUNTAIN B,4583.0,1838.0,1599.0,81.0,3518.0
Gwinnett,ROCKYCREEK A,5939.0,2289.0,2066.0,102.0,4457.0
Gwinnett,CATES B,1587.0,641.0,497.0,46.0,1184.0
Gwinnett,CATES C,2903.0,661.0,1369.0,60.0,2090.0
Gwinnett,HOG MOUNTAIN D,3179.0,1193.0,1005.0,82.0,2280.0
Gwinnett,BERKSHIRE D,2945.0,932.0,1232.0,73.0,2237.0
Gwinnett,BERKSHIRE E,1997.0,803.0,733.0,34.0,1570.0
Gwinnett,BERKSHIRE F,2254.0,543.0,867.0,49.0,1459.0
Gwinnett,CATES D,3755.0,1154.0,1576.0,72.0,2802.0
Gwinnett,CATES E,2942.0,1066.0,1230.0,72.0,2368.0
Gwinnett,PINCKNEYVILLE E,2184.0,264.0,984.0,55.0,1303.0
Gwinnett,PINCKNEYVILLE F,2546.0,444.0,1026.0,49.0,1519.0
Gwinnett,DUNCANS D,7153.0,3401.0,1944.0,126.0,5471.0
Gwinnett,PINCKNEYVILLE H,4536.0,1512.0,1901.0,75.0,3488.0
Gwinnett,BAYCREEK B,5969.0,1145.0,2945.0,96.0,4186.0
Gwinnett,LAWRENCEVILLE C,3037.0,1164.0,951.0,75.0,2190.0
Gwinnett,MARTINS D,2402.0,318.0,1018.0,26.0,1362.0
Gwinnett,ROCKBRIDGE B,4177.0,621.0,2047.0,66.0,2734.0
Gwinnett,GARNERS B,3178.0,727.0,1517.0,52.0,2296.0
Gwinnett,CATES F,1787.0,744.0,635.0,38.0,1417.0
Gwinnett,CATES G,2875.0,1237.0,1062.0,54.0,2353.0
Gwinnett,DULUTH B,3551.0,1149.0,1265.0,53.0,2467.0
Gwinnett,GARNERS C,2030.0,563.0,828.0,44.0,1435.0
Gwinnett,PINCKNEYVILLE I,2635.0,426.0,1124.0,48.0,1598.0
Gwinnett,PINCKNEYVILLE J,2613.0,262.0,1156.0,49.0,1467.0
Gwinnett,BERKSHIRE G,2419.0,882.0,956.0,64.0,1902.0
Gwinnett,CATES H,3924.0,692.0,1725.0,65.0,2482.0
Gwinnett,SUGAR HILL C,5085.0,2244.0,1499.0,135.0,3878.0
Gwinnett,SUGAR HILL D,4624.0,1769.0,1389.0,107.0,3265.0
Gwinnett,DULUTH C,2229.0,713.0,829.0,58.0,1600.0
Gwinnett,DULUTH D,5077.0,1174.0,2014.0,95.0,3283.0
Gwinnett,PINCKNEYVILLE K,3754.0,483.0,1633.0,62.0,2178.0
Gwinnett,PINCKNEYVILLE N,3819.0,369.0,1882.0,69.0,2320.0
Gwinnett,LAWRENCEVILLE D,5012.0,610.0,2039.0,85.0,2734.0
Gwinnett,LAWRENCEVILLE E,2355.0,793.0,842.0,37.0,1672.0
Gwinnett,PINCKNEYVILLE L,2330.0,1167.0,815.0,49.0,2031.0
Gwinnett,PINCKNEYVILLE M,2673.0,1385.0,835.0,40.0,2260.0
Gwinnett,GARNERS D,3490.0,532.0,1759.0,64.0,2355.0
Gwinnett,BERKSHIRE H,1987.0,430.0,749.0,29.0,1208.0
Gwinnett,PINCKNEYVILLE O,3359.0,455.0,1441.0,49.0,1945.0
Gwinnett,PUCKETTS E,5660.0,1736.0,2052.0,80.0,3868.0
Gwinnett,CATES I,3537.0,1147.0,1565.0,50.0,2762.0
Gwinnett,CATES J,3478.0,960.0,1531.0,76.0,2567.0
Gwinnett,GOODWINS B,3960.0,1508.0,1371.0,84.0,2963.0
Gwinnett,LAWRENCEVILLE F,4061.0,656.0,2040.0,60.0,2756.0
Gwinnett,MARTINS E,6193.0,445.0,2687.0,113.0,3245.0
Gwinnett,PINCKNEYVILLE P,2185.0,683.0,919.0,39.0,1641.0
Gwinnett,PINCKNEYVILLE Q,1915.0,174.0,920.0,36.0,1130.0
Gwinnett,ROCKBRIDGE C,5125.0,648.0,3005.0,68.0,3721.0
Gwinnett,ROCKBRIDGE D,3642.0,627.0,1995.0,55.0,2677.0
Gwinnett,GOODWINS C,5804.0,1226.0,2531.0,92.0,3849.0
Gwinnett,BAYCREEK K,3824.0,1150.0,1645.0,78.0,2873.0
Gwinnett,CATES K,2810.0,979.0,1076.0,75.0,2130.0
Gwinnett,BAYCREEK C,6499.0,1708.0,3029.0,86.0,4823.0
Gwinnett,CATES L,4185.0,1120.0,1780.0,84.0,2984.0
Gwinnett,DULUTH E,4814.0,960.0,2291.0,111.0,3362.0
Gwinnett,GOODWINS D,4406.0,1326.0,1634.0,88.0,3048.0
Gwinnett,LAWRENCEVILLE G,3046.0,558.0,1413.0,57.0,2028.0
Gwinnett,LAWRENCEVILLE H,4296.0,1426.0,1632.0,99.0,3157.0
Gwinnett,MARTINS F,2570.0,393.0,1043.0,49.0,1485.0
Gwinnett,PINCKNEYVILLE S,3374.0,746.0,1354.0,69.0,2169.0
Gwinnett,ROCKBRIDGE E,4638.0,592.0,2277.0,80.0,2949.0
Gwinnett,SUGAR HILL E,3589.0,1378.0,1183.0,96.0,2657.0
Gwinnett,LAWRENCEVILLE I,3312.0,770.0,1332.0,74.0,2176.0
Gwinnett,BAYCREEK D,4609.0,1483.0,1857.0,81.0,3421.0
Gwinnett,BERKSHIRE J,2731.0,1027.0,1086.0,50.0,2163.0
Gwinnett,CATES M,3988.0,1576.0,1544.0,99.0,3219.0
Gwinnett,CATES N,2567.0,1139.0,797.0,51.0,1987.0
Gwinnett,DULUTH F,6161.0,832.0,2797.0,106.0,3735.0
Gwinnett,DULUTH G,3067.0,1147.0,1097.0,59.0,2303.0
Gwinnett,GOODWINS E,5491.0,1677.0,2119.0,106.0,3902.0
Gwinnett,GOODWINS F,3212.0,880.0,1273.0,72.0,2225.0
Gwinnett,PINCKNEYVILLE T,3201.0,778.0,1244.0,61.0,2083.0
Gwinnett,SUWANEE B,4656.0,1761.0,1736.0,89.0,3586.0
Gwinnett,PINCKNEYVILLE U,2090.0,537.0,935.0,22.0,1494.0
Gwinnett,PUCKETTS B,3096.0,1394.0,901.0,63.0,2358.0
Gwinnett,BERKSHIRE L,3265.0,545.0,1472.0,65.0,2082.0
Gwinnett,ROCKBRIDGE F,5795.0,710.0,3294.0,87.0,4091.0
Gwinnett,SUGAR HILL F,4112.0,1555.0,1309.0,104.0,2968.0
Gwinnett,SUWANEE C,5675.0,1893.0,2063.0,100.0,4056.0
Gwinnett,CATES O,1434.0,534.0,565.0,22.0,1121.0
Gwinnett,BAYCREEK E,3265.0,819.0,1379.0,65.0,2263.0
Gwinnett,BERKSHIRE M,1864.0,701.0,690.0,34.0,1425.0
Gwinnett,MARTINS G,2425.0,426.0,1034.0,48.0,1508.0
Gwinnett,DULUTH H,2813.0,910.0,1103.0,60.0,2073.0
Gwinnett,BERKSHIRE N,3128.0,1209.0,1213.0,56.0,2478.0
Gwinnett,PINCKNEYVILLE V,1706.0,402.0,660.0,33.0,1095.0
Gwinnett,PINCKNEYVILLE W,4253.0,1112.0,1619.0,95.0,2826.0
Gwinnett,MARTINS H,5037.0,1103.0,2138.0,85.0,3326.0
Gwinnett,MARTINS I,4078.0,726.0,1708.0,56.0,2490.0
Gwinnett,MARTINS J,3923.0,494.0,1895.0,84.0,2473.0
Gwinnett,GARNERS F,1796.0,585.0,728.0,38.0,1351.0
Gwinnett,BERKSHIRE O,2589.0,989.0,930.0,52.0,1971.0
Gwinnett,BERKSHIRE P,1476.0,325.0,538.0,32.0,895.0
Gwinnett,PINCKNEYVILLE X,3412.0,1152.0,1454.0,63.0,2669.0
Gwinnett,ROCKBRIDGE G,5799.0,703.0,3192.0,84.0,3979.0
Gwinnett,PINCKNEYVILLE Y,3272.0,349.0,1364.0,48.0,1761.0
Gwinnett,GOODWINS G,2661.0,506.0,1191.0,46.0,1743.0
Gwinnett,PINCKNEYVILLE Z,1898.0,956.0,636.0,34.0,1626.0
Gwinnett,PINCKNEYVILLE A1,2694.0,1339.0,934.0,39.0,2312.0
Gwinnett,LAWRENCEVILLE J,2249.0,462.0,1016.0,47.0,1525.0
Gwinnett,GOODWINS H,2796.0,854.0,1094.0,71.0,2019.0
Gwinnett,DUNCANS B,5387.0,2667.0,1475.0,117.0,4259.0
Gwinnett,SUWANEE D,4732.0,2224.0,1523.0,73.0,3820.0
Gwinnett,SUWANEE E,4256.0,1898.0,1441.0,73.0,3412.0
Gwinnett,LAWRENCEVILLE K,3282.0,1146.0,1294.0,49.0,2489.0
Gwinnett,HARBINS B,4845.0,1882.0,1485.0,109.0,3476.0
Gwinnett,BAYCREEK F,4608.0,994.0,2302.0,93.0,3389.0
Gwinnett,PUCKETTS C,3367.0,1371.0,986.0,57.0,2414.0
Gwinnett,HOG MOUNTAIN C,4292.0,1529.0,1397.0,115.0,3041.0
Gwinnett,ROCKYCREEK B,5061.0,1936.0,1672.0,116.0,3724.0
Gwinnett,DULUTH I,5105.0,1866.0,1888.0,48.0,3802.0
Gwinnett,MARTINS K,5352.0,845.0,2636.0,96.0,3577.0
Gwinnett,SUWANEE H,3785.0,1955.0,1093.0,63.0,3111.0
Gwinnett,SUGAR HILL G,2814.0,1317.0,842.0,59.0,2218.0
Gwinnett,SUWANEE F,3966.0,1412.0,1478.0,62.0,2952.0
Gwinnett,LAWRENCEVILLE L,4802.0,1268.0,2143.0,64.0,3475.0
Gwinnett,LAWRENCEVILLE M,7255.0,1065.0,3561.0,143.0,4769.0
Gwinnett,BAYCREEK G,6241.0,1326.0,3127.0,121.0,4574.0
Gwinnett,BAYCREEK H,6811.0,2213.0,2946.0,108.0,5267.0
Gwinnett,BAYCREEK I,5899.0,1390.0,2575.0,98.0,4063.0
Gwinnett,BERKSHIRE Q,1802.0,601.0,647.0,41.0,1289.0
Gwinnett,GOODWINS I,2501.0,895.0,978.0,56.0,1929.0
Gwinnett,DULUTH K,2786.0,316.0,1076.0,66.0,1458.0
Gwinnett,HARBINS C,2850.0,1162.0,1031.0,53.0,2246.0
Gwinnett,ROCKYCREEK C,4806.0,1857.0,1728.0,101.0,3686.0
Gwinnett,LAWRENCEVILLE N,2573.0,593.0,958.0,57.0,1608.0
Gwinnett,PUCKETTS D,3622.0,1544.0,1100.0,63.0,2707.0
Gwinnett,SUWANEE G,3904.0,1282.0,1590.0,76.0,2948.0
Gwinnett,BAYCREEK J,4567.0,932.0,2232.0,77.0,3241.0
Harris,Cataula,2898.0,1687.0,545.0,42.0,2274.0
Harris,Ellerslie,4211.0,2324.0,976.0,68.0,3368.0
Harris,Goodman,1649.0,731.0,430.0,25.0,1186.0
Harris,Hamilton,2739.0,1330.0,693.0,55.0,2078.0
Harris,Lower 19th,2570.0,1559.0,426.0,39.0,2024.0
Harris,Mulberry Grove,2908.0,1836.0,406.0,40.0,2282.0
Harris,Pine Mountain Valley,1121.0,691.0,145.0,16.0,852.0
Harris,Skinner,894.0,437.0,241.0,8.0,686.0
Harris,Upper 19th,1628.0,1079.0,203.0,22.0,1304.0
Harris,Valley Plains,785.0,418.0,166.0,7.0,591.0
Harris,Waverly Hall,2853.0,1396.0,691.0,29.0,2116.0
Harris,Whitesville,1370.0,791.0,270.0,32.0,1093.0
Montgomery,Ailey,431.0,243.0,92.0,4.0,339.0
Montgomery,Alston,472.0,317.0,49.0,6.0,372.0
Montgomery,Higgston,1340.0,766.0,204.0,16.0,986.0
Montgomery,Kibbee,532.0,360.0,38.0,5.0,403.0
Montgomery,Mount Vernon,1444.0,562.0,364.0,18.0,944.0
Montgomery,Tarrytown,333.0,244.0,15.0,1.0,260.0
Montgomery,Uvalda,911.0,435.0,169.0,12.0,616.0
Early,Arlington,911.0,302.0,354.0,7.0,663.0
Early,Blakely,3445.0,897.0,1309.0,40.0,2246.0
Early,Cedar Springs,1114.0,636.0,172.0,12.0,820.0
Early,Cuba,1180.0,541.0,299.0,9.0,849.0
Early,Urquhart,670.0,420.0,98.0,9.0,527.0
Webster,Preston 1,1705.0,736.0,626.0,10.0,1372.0
Berrien,West Berrien,999.0,682.0,73.0,18.0,773.0
Berrien,Ray City,1946.0,1028.0,211.0,44.0,1283.0
Berrien,Nashville,6079.0,3345.0,636.0,77.0,4058.0
Berrien,Enigma,1111.0,617.0,87.0,9.0,713.0
Berrien,Alapaha,1140.0,614.0,197.0,12.0,823.0
Catoosa,Blackstock,1952.0,1055.0,205.0,43.0,1303.0
Catoosa,Boynton,6027.0,3441.0,937.0,145.0,4523.0
Catoosa,Catoosa Keith,2611.0,1476.0,326.0,64.0,1866.0
Catoosa,Chambers,2552.0,1624.0,338.0,46.0,2008.0
Catoosa,Ft Oglethorpe,4054.0,1922.0,669.0,93.0,2684.0
Catoosa,Graysville,4501.0,2398.0,616.0,91.0,3105.0
Catoosa,Lakeview,3572.0,1584.0,467.0,93.0,2144.0
Catoosa,Poplar Springs,4191.0,2375.0,562.0,85.0,3022.0
Catoosa,Ringgold,7414.0,4009.0,1247.0,162.0,5418.0
Catoosa,Westside,5895.0,2877.0,860.0,111.0,3848.0
Catoosa,Woodstation,2946.0,1810.0,372.0,71.0,2253.0
Jeff Davis,Hazlehurst,1406.0,407.0,383.0,19.0,809.0
Jeff Davis,Altamaha 1,703.0,432.0,71.0,10.0,513.0
Jeff Davis,Altamaha 2,1249.0,897.0,45.0,11.0,953.0
Jeff Davis,Blackburn 1,870.0,366.0,107.0,15.0,488.0
Jeff Davis,Blackburn 2,722.0,478.0,26.0,13.0,517.0
Jeff Davis,Whitehead 1,988.0,485.0,152.0,10.0,647.0
Jeff Davis,Whitehead 2,642.0,439.0,33.0,3.0,475.0
Jeff Davis,Ocmulgee 1,1399.0,801.0,126.0,22.0,949.0
Jeff Davis,Ocmulgee 2,499.0,269.0,70.0,8.0,347.0
Chattooga,Coldwater,248.0,119.0,66.0,4.0,189.0
Chattooga,Dirtseller,186.0,109.0,19.0,3.0,131.0
Chattooga,Haywood,169.0,97.0,16.0,2.0,115.0
Chattooga,Lyerly,934.0,520.0,104.0,29.0,653.0
Chattooga,Trion,3496.0,1929.0,389.0,72.0,2390.0
Chattooga,Summerville,5155.0,2560.0,837.0,100.0,3497.0
Chattooga,Teloga,593.0,399.0,52.0,8.0,459.0
Chattooga,Dirttown,897.0,578.0,119.0,18.0,715.0
Chattooga,Seminole,138.0,89.0,12.0,4.0,105.0
Chattooga,Subligna,489.0,336.0,38.0,4.0,378.0
Chattooga,Alpine,872.0,530.0,111.0,15.0,656.0
Chattooga,Cloudland,378.0,219.0,71.0,9.0,299.0
Chattooga,Pennville,588.0,292.0,52.0,7.0,351.0
Pierce,Hacklebarney-Cason,3524.0,1889.0,439.0,33.0,2361.0
Pierce,Blackshear,3207.0,1919.0,214.0,44.0,2177.0
Pierce,St Johns-Blackshear,1611.0,1104.0,92.0,15.0,1211.0
Pierce,Otter Creek,1397.0,926.0,69.0,14.0,1009.0
Pierce,Patterson,1311.0,817.0,118.0,10.0,945.0
Pierce,Mershon,478.0,335.0,19.0,1.0,355.0
Pierce,Alabaha,918.0,599.0,48.0,9.0,656.0
Pierce,Sunset-Sweat,271.0,221.0,3.0,3.0,227.0
Lincoln,Midway,587.0,304.0,123.0,6.0,433.0
Lincoln,Lincoln Club House,799.0,228.0,328.0,2.0,558.0
Lincoln,Lincoln Center,1489.0,854.0,246.0,21.0,1121.0
Lincoln,Faith Temple of Lincoln,489.0,225.0,126.0,9.0,360.0
Lincoln,Tabernacle,1003.0,419.0,299.0,17.0,735.0
Lincoln,Bethany Church,575.0,332.0,72.0,8.0,412.0
Lincoln,Martins Crossroad,1234.0,777.0,177.0,20.0,974.0
Colquitt,Shaw,3487.0,433.0,1097.0,26.0,1556.0
Colquitt,Moultrie,4809.0,1797.0,1110.0,49.0,2956.0
Colquitt,Autreyville,1512.0,726.0,195.0,19.0,940.0
Colquitt,Bridgecreek,1191.0,781.0,100.0,12.0,893.0
Colquitt,Crosland,289.0,139.0,47.0,1.0,187.0
Colquitt,Doerun,619.0,286.0,138.0,7.0,431.0
Colquitt,Funston,1030.0,610.0,99.0,12.0,721.0
Colquitt,Hamilton,784.0,503.0,51.0,13.0,567.0
Colquitt,Hartsfield,408.0,291.0,27.0,0.0,318.0
Colquitt,Hopewell,1670.0,971.0,165.0,26.0,1162.0
Colquitt,Lee,1094.0,556.0,103.0,8.0,667.0
Colquitt,Millcreek,422.0,274.0,26.0,5.0,305.0
Colquitt,Monk,1555.0,869.0,171.0,10.0,1050.0
Colquitt,Murphy,973.0,662.0,97.0,13.0,772.0
Colquitt,Norman Park,2586.0,1209.0,366.0,25.0,1600.0
Colquitt,Robinson,860.0,470.0,85.0,16.0,571.0
Colquitt,Thigpen,251.0,158.0,14.0,1.0,173.0
Colquitt,Tyty,543.0,328.0,26.0,6.0,360.0
Colquitt,Warrior,971.0,581.0,73.0,8.0,662.0
Habersham,Habersham North,9096.0,5718.0,1079.0,181.0,6978.0
Habersham,Habersham South,6171.0,3203.0,811.0,122.0,4136.0
Habersham,Demorest,4963.0,3027.0,502.0,95.0,3624.0
Habersham,Town of Mt Airy,790.0,397.0,104.0,19.0,520.0
Habersham,City of Baldwin,1252.0,522.0,162.0,21.0,705.0
Habersham,Mud Creek,4435.0,2532.0,443.0,70.0,3045.0
Habersham,Amys Creek,1557.0,986.0,239.0,26.0,1251.0
Meriwether,Chalybeate,451.0,309.0,45.0,4.0,358.0
Meriwether,Gill I,1662.0,750.0,399.0,29.0,1178.0
Meriwether,Gill II,1000.0,142.0,504.0,10.0,656.0
Meriwether,Odessadale,296.0,141.0,87.0,1.0,229.0
Meriwether,Greenville,2009.0,684.0,634.0,26.0,1344.0
Meriwether,Lone Oak,1263.0,488.0,406.0,11.0,905.0
Meriwether,Luthersville,2760.0,1153.0,667.0,32.0,1852.0
Meriwether,Alvaton,1528.0,704.0,368.0,19.0,1091.0
Meriwether,Gay,411.0,218.0,70.0,11.0,299.0
Meriwether,Woodbury,1363.0,499.0,440.0,21.0,960.0
Meriwether,Warm Springs,1161.0,543.0,266.0,13.0,822.0
Meriwether,Durand,730.0,348.0,172.0,9.0,529.0
Meriwether,Raleigh,501.0,306.0,64.0,9.0,379.0
Meriwether,Cove,202.0,147.0,13.0,0.0,160.0
Camden,Tarboro,979.0,480.0,181.0,14.0,675.0
Camden,Waverly,1530.0,876.0,330.0,21.0,1227.0
Camden,Woodbine,1973.0,825.0,520.0,33.0,1378.0
Camden,Browntown,698.0,372.0,67.0,21.0,460.0
Camden,Harrietts Bluff,1834.0,1053.0,281.0,48.0,1382.0
Camden,West Kingsland,2782.0,1325.0,460.0,71.0,1856.0
Camden,North Kingsland,2599.0,727.0,758.0,76.0,1561.0
Camden,Kingsland,2274.0,744.0,458.0,59.0,1261.0
Camden,East Kingsland,6866.0,2783.0,1491.0,184.0,4458.0
Camden,North St Marys,2095.0,524.0,376.0,61.0,961.0
Camden,St Marys,3218.0,1206.0,793.0,101.0,2100.0
Camden,South St Marys,2139.0,1003.0,516.0,38.0,1557.0
Camden,Mush Bluff,2816.0,1275.0,596.0,103.0,1974.0
Camden,West St Marys,3147.0,1794.0,640.0,65.0,2499.0
Quitman,Georgetown,1454.0,565.0,439.0,15.0,1019.0
Quitman,Morris,93.0,35.0,31.0,0.0,66.0
Mitchell,Baconton,1129.0,396.0,323.0,13.0,732.0
Mitchell,Branchville,599.0,379.0,80.0,6.0,465.0
Mitchell,Camilla North,1996.0,268.0,953.0,15.0,1236.0
Mitchell,Camilla South,3475.0,1205.0,1117.0,37.0,2359.0
Mitchell,Cotton,399.0,283.0,28.0,0.0,311.0
Mitchell,Hopeful,350.0,213.0,37.0,2.0,252.0
Mitchell,Hinsonton,134.0,97.0,13.0,0.0,110.0
Mitchell,Lester,1357.0,681.0,171.0,12.0,864.0
Mitchell,Pebble City,162.0,110.0,15.0,2.0,127.0
Mitchell,Pelham,3489.0,1079.0,1034.0,29.0,2142.0
Mitchell,Sale City,384.0,210.0,61.0,2.0,273.0
Wilkes,Senior Citizen Center,1552.0,393.0,629.0,20.0,1042.0
Wilkes,Young Farmers Bldg,1173.0,707.0,200.0,17.0,924.0
Wilkes,Metasville Fire Sta,610.0,327.0,125.0,6.0,458.0
Wilkes,Edward B Pope Center,1017.0,194.0,462.0,8.0,664.0
Wilkes,Rayle City Hall,570.0,271.0,136.0,9.0,416.0
Wilkes,Courthouse,1001.0,486.0,253.0,11.0,750.0
Wilkes,Tignal Sch Lunch Rm,896.0,432.0,252.0,7.0,691.0
Lee,Chokee,475.0,184.0,156.0,3.0,343.0
Lee,Redbone,4841.0,2706.0,694.0,62.0,3462.0
Lee,Smithville,998.0,392.0,267.0,11.0,670.0
Lee,CJC,614.0,421.0,64.0,6.0,491.0
