County,Precinct,Registered Voters,Al Bartell (Ind)_Election Day Votes,Al Bartell (Ind)_Advanced Voting Votes,Al Bartell (Ind)_Absentee by Mail Votes,Al Bartell (Ind)_Provisional Votes,Al Bartell (Ind)_Choice Total,Allen Buckley (Ind)_Election Day Votes,Allen Buckley (Ind)_Advanced Voting Votes,Allen Buckley (Ind)_Absentee by Mail Votes,Allen Buckley (Ind)_Provisional Votes,Allen Buckley (Ind)_Choice Total,Doug Collins (Rep)_Election Day Votes,Doug Collins (Rep)_Advanced Voting Votes,Doug Collins (Rep)_Absentee by Mail Votes,Doug Collins (Rep)_Provisional Votes,Doug Collins (Rep)_Choice Total,John Fortuin (Grn)_Election Day Votes,John Fortuin (Grn)_Advanced Voting Votes,John Fortuin (Grn)_Absentee by Mail Votes,John Fortuin (Grn)_Provisional Votes,John Fortuin (Grn)_Choice Total,Derrick E. Grayson (Rep)_Election Day Votes,Derrick E. Grayson (Rep)_Advanced Voting Votes,Derrick E. Grayson (Rep)_Absentee by Mail Votes,Derrick E. Grayson (Rep)_Provisional Votes,Derrick E. Grayson (Rep)_Choice Total,Michael Todd Greene (Ind)_Election Day Votes,Michael Todd Greene (Ind)_Advanced Voting Votes,Michael Todd Greene (Ind)_Absentee by Mail Votes,Michael Todd Greene (Ind)_Provisional Votes,Michael Todd Greene (Ind)_Choice Total,Annette Davis Jackson (Rep)_Election Day Votes,Annette Davis Jackson (Rep)_Advanced Voting Votes,Annette Davis Jackson (Rep)_Absentee by Mail Votes,Annette Davis Jackson (Rep)_Provisional Votes,Annette Davis Jackson (Rep)_Choice Total,Deborah Jackson (Dem)_Election Day Votes,Deborah Jackson (Dem)_Advanced Voting Votes,Deborah Jackson (Dem)_Absentee by Mail Votes,Deborah Jackson (Dem)_Provisional Votes,Deborah Jackson (Dem)_Choice Total,Jamesia James (Dem)_Election Day Votes,Jamesia James (Dem)_Advanced Voting Votes,Jamesia James (Dem)_Absentee by Mail Votes,Jamesia James (Dem)_Provisional Votes,Jamesia James (Dem)_Choice Total,A. Wayne Johnson (Rep)_Election Day Votes,A. Wayne Johnson (Rep)_Advanced Voting Votes,A. Wayne Johnson (Rep)_Absentee by Mail Votes,A. Wayne Johnson (Rep)_Provisional Votes,A. Wayne Johnson (Rep)_Choice Total,Tamara Johnson-Shealey (Dem)_Election Day Votes,Tamara Johnson-Shealey (Dem)_Advanced Voting Votes,Tamara Johnson-Shealey (Dem)_Absentee by Mail Votes,Tamara Johnson-Shealey (Dem)_Provisional Votes,Tamara Johnson-Shealey (Dem)_Choice Total,Matt Lieberman (Dem)_Election Day Votes,Matt Lieberman (Dem)_Advanced Voting Votes,Matt Lieberman (Dem)_Absentee by Mail Votes,Matt Lieberman (Dem)_Provisional Votes,Matt Lieberman (Dem)_Choice Total,Kelly Loeffler (I) (Rep)_Election Day Votes,Kelly Loeffler (I) (Rep)_Advanced Voting Votes,Kelly Loeffler (I) (Rep)_Absentee by Mail Votes,Kelly Loeffler (I) (Rep)_Provisional Votes,Kelly Loeffler (I) (Rep)_Choice Total,Joy Felicia Slade (Dem)_Election Day Votes,Joy Felicia Slade (Dem)_Advanced Voting Votes,Joy Felicia Slade (Dem)_Absentee by Mail Votes,Joy Felicia Slade (Dem)_Provisional Votes,Joy Felicia Slade (Dem)_Choice Total,Brian Slowinski (Lib)_Election Day Votes,Brian Slowinski (Lib)_Advanced Voting Votes,Brian Slowinski (Lib)_Absentee by Mail Votes,Brian Slowinski (Lib)_Provisional Votes,Brian Slowinski (Lib)_Choice Total,Valencia Stovall (Ind)_Election Day Votes,Valencia Stovall (Ind)_Advanced Voting Votes,Valencia Stovall (Ind)_Absentee by Mail Votes,Valencia Stovall (Ind)_Provisional Votes,Valencia Stovall (Ind)_Choice Total,Ed Tarver (Dem)_Election Day Votes,Ed Tarver (Dem)_Advanced Voting Votes,Ed Tarver (Dem)_Absentee by Mail Votes,Ed Tarver (Dem)_Provisional Votes,Ed Tarver (Dem)_Choice Total,Kandiss Taylor (Rep)_Election Day Votes,Kandiss Taylor (Rep)_Advanced Voting Votes,Kandiss Taylor (Rep)_Absentee by Mail Votes,Kandiss Taylor (Rep)_Provisional Votes,Kandiss Taylor (Rep)_Choice Total,Raphael Warnock (Dem)_Election Day Votes,Raphael Warnock (Dem)_Advanced Voting Votes,Raphael Warnock (Dem)_Absentee by Mail Votes,Raphael Warnock (Dem)_Provisional Votes,Raphael Warnock (Dem)_Choice Total,Richard Dien Winfield (Dem)_Election Day Votes,Richard Dien Winfield (Dem)_Advanced Voting Votes,Richard Dien Winfield (Dem)_Absentee by Mail Votes,Richard Dien Winfield (Dem)_Provisional Votes,Richard Dien Winfield (Dem)_Choice Total,Total Votes
Clarke,1D,2830.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0,4.0,0.0,6.0,63.0,145.0,119.0,0.0,327.0,3.0,6.0,3.0,0.0,12.0,2.0,6.0,2.0,0.0,10.0,4.0,2.0,0.0,0.0,6.0,2.0,3.0,1.0,0.0,6.0,9.0,63.0,51.0,0.0,123.0,3.0,12.0,5.0,0.0,20.0,4.0,5.0,3.0,0.0,12.0,7.0,15.0,17.0,0.0,39.0,9.0,25.0,22.0,0.0,56.0,115.0,202.0,158.0,1.0,476.0,2.0,6.0,3.0,0.0,11.0,7.0,4.0,3.0,0.0,14.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,0.0,8.0,1.0,1.0,7.0,0.0,9.0,103.0,417.0,584.0,0.0,1104.0,2.0,15.0,19.0,0.0,36.0,2280.0
Clarke,2A,4341.0,1.0,2.0,2.0,0.0,5.0,3.0,2.0,3.0,0.0,8.0,53.0,77.0,67.0,0.0,197.0,1.0,2.0,2.0,0.0,5.0,6.0,6.0,3.0,0.0,15.0,3.0,1.0,3.0,0.0,7.0,4.0,7.0,2.0,0.0,13.0,96.0,130.0,75.0,0.0,301.0,26.0,29.0,10.0,0.0,65.0,8.0,2.0,1.0,0.0,11.0,37.0,26.0,23.0,0.0,86.0,15.0,35.0,14.0,0.0,64.0,73.0,70.0,61.0,0.0,204.0,17.0,8.0,4.0,0.0,29.0,4.0,5.0,5.0,1.0,15.0,4.0,2.0,6.0,0.0,12.0,4.0,4.0,4.0,0.0,12.0,6.0,5.0,0.0,0.0,11.0,234.0,487.0,504.0,0.0,1225.0,9.0,11.0,15.0,0.0,35.0,2320.0
Clarke,2B,5136.0,0.0,5.0,4.0,0.0,9.0,6.0,2.0,5.0,0.0,13.0,36.0,54.0,15.0,0.0,105.0,5.0,7.0,12.0,0.0,24.0,7.0,7.0,4.0,0.0,18.0,1.0,3.0,1.0,1.0,6.0,5.0,7.0,3.0,0.0,15.0,76.0,182.0,82.0,1.0,341.0,27.0,44.0,21.0,0.0,92.0,3.0,2.0,2.0,0.0,7.0,38.0,66.0,34.0,0.0,138.0,23.0,49.0,21.0,0.0,93.0,55.0,76.0,35.0,0.0,166.0,12.0,20.0,7.0,0.0,39.0,7.0,3.0,3.0,0.0,13.0,4.0,2.0,5.0,0.0,11.0,3.0,14.0,3.0,0.0,20.0,6.0,7.0,1.0,0.0,14.0,224.0,714.0,516.0,4.0,1458.0,4.0,36.0,16.0,0.0,56.0,2638.0
Clarke,3A,2938.0,2.0,2.0,2.0,0.0,6.0,1.0,3.0,5.0,0.0,9.0,16.0,34.0,14.0,1.0,65.0,5.0,6.0,2.0,1.0,14.0,1.0,4.0,3.0,0.0,8.0,1.0,2.0,1.0,0.0,4.0,4.0,3.0,2.0,0.0,9.0,50.0,97.0,48.0,0.0,195.0,21.0,20.0,18.0,0.0,59.0,1.0,1.0,1.0,0.0,3.0,20.0,32.0,10.0,2.0,64.0,11.0,17.0,10.0,0.0,38.0,20.0,46.0,24.0,0.0,90.0,3.0,12.0,4.0,0.0,19.0,9.0,1.0,5.0,0.0,15.0,0.0,3.0,2.0,0.0,5.0,2.0,1.0,3.0,0.0,6.0,2.0,3.0,3.0,0.0,8.0,141.0,370.0,323.0,1.0,835.0,3.0,23.0,14.0,0.0,40.0,1492.0
Clarke,3B,4122.0,4.0,6.0,2.0,0.0,12.0,1.0,3.0,3.0,0.0,7.0,52.0,93.0,31.0,1.0,177.0,6.0,11.0,4.0,0.0,21.0,0.0,7.0,1.0,0.0,8.0,4.0,3.0,0.0,0.0,7.0,4.0,7.0,3.0,0.0,14.0,36.0,134.0,55.0,0.0,225.0,13.0,29.0,8.0,1.0,51.0,1.0,5.0,2.0,0.0,8.0,20.0,43.0,19.0,0.0,82.0,15.0,52.0,11.0,0.0,78.0,64.0,127.0,35.0,1.0,227.0,7.0,15.0,2.0,0.0,24.0,10.0,13.0,4.0,0.0,27.0,0.0,3.0,1.0,0.0,4.0,3.0,3.0,4.0,0.0,10.0,1.0,6.0,0.0,0.0,7.0,138.0,605.0,434.0,1.0,1178.0,10.0,61.0,23.0,0.0,94.0,2261.0
Clarke,4A,2072.0,1.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,0.0,4.0,30.0,78.0,25.0,0.0,133.0,1.0,7.0,6.0,0.0,14.0,3.0,5.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,9.0,33.0,65.0,42.0,0.0,140.0,8.0,22.0,11.0,1.0,42.0,3.0,6.0,0.0,0.0,9.0,16.0,20.0,7.0,0.0,43.0,17.0,19.0,17.0,0.0,53.0,37.0,88.0,49.0,0.0,174.0,9.0,11.0,2.0,0.0,22.0,3.0,7.0,1.0,0.0,11.0,2.0,0.0,3.0,0.0,5.0,0.0,2.0,5.0,0.0,7.0,3.0,5.0,1.0,0.0,9.0,77.0,286.0,221.0,0.0,584.0,8.0,17.0,14.0,0.0,39.0,1312.0
Clarke,4B,4096.0,1.0,2.0,5.0,0.0,8.0,2.0,5.0,3.0,0.0,10.0,66.0,164.0,58.0,1.0,289.0,4.0,7.0,9.0,0.0,20.0,8.0,12.0,0.0,0.0,20.0,1.0,4.0,0.0,0.0,5.0,6.0,13.0,4.0,0.0,23.0,37.0,144.0,60.0,0.0,241.0,7.0,43.0,16.0,0.0,66.0,2.0,11.0,0.0,0.0,13.0,17.0,43.0,14.0,1.0,75.0,16.0,47.0,21.0,0.0,84.0,125.0,245.0,81.0,0.0,451.0,7.0,19.0,2.0,0.0,28.0,9.0,13.0,4.0,0.0,26.0,4.0,2.0,5.0,0.0,11.0,3.0,7.0,6.0,0.0,16.0,4.0,4.0,1.0,0.0,9.0,160.0,639.0,479.0,0.0,1278.0,6.0,27.0,25.0,0.0,58.0,2731.0
Clarke,5A,3007.0,1.0,1.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,6.0,35.0,125.0,85.0,1.0,246.0,3.0,5.0,3.0,0.0,11.0,5.0,9.0,3.0,0.0,17.0,1.0,0.0,2.0,0.0,3.0,1.0,7.0,3.0,0.0,11.0,23.0,89.0,32.0,0.0,144.0,12.0,22.0,18.0,0.0,52.0,2.0,1.0,2.0,0.0,5.0,6.0,23.0,21.0,0.0,50.0,18.0,30.0,20.0,0.0,68.0,54.0,230.0,108.0,0.0,392.0,3.0,7.0,3.0,0.0,13.0,10.0,8.0,6.0,0.0,24.0,0.0,4.0,2.0,0.0,6.0,1.0,3.0,4.0,0.0,8.0,3.0,4.0,1.0,0.0,8.0,108.0,616.0,470.0,0.0,1194.0,5.0,43.0,27.0,0.0,75.0,2335.0
Clarke,5B,3030.0,3.0,3.0,4.0,0.0,10.0,3.0,2.0,2.0,0.0,7.0,43.0,112.0,81.0,0.0,236.0,2.0,4.0,4.0,0.0,10.0,5.0,4.0,5.0,0.0,14.0,4.0,1.0,1.0,0.0,6.0,3.0,3.0,4.0,0.0,10.0,47.0,58.0,57.0,0.0,162.0,15.0,18.0,13.0,0.0,46.0,5.0,6.0,4.0,0.0,15.0,9.0,39.0,18.0,0.0,66.0,11.0,32.0,16.0,0.0,59.0,68.0,149.0,110.0,1.0,328.0,7.0,12.0,5.0,0.0,24.0,5.0,8.0,5.0,0.0,18.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,8.0,0.0,12.0,3.0,3.0,1.0,0.0,7.0,140.0,452.0,486.0,0.0,1078.0,5.0,13.0,10.0,0.0,28.0,2138.0
Clarke,5C,2053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,22.0,28.0,21.0,0.0,71.0,0.0,7.0,3.0,0.0,10.0,2.0,1.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,0.0,0.0,6.0,17.0,75.0,38.0,0.0,130.0,2.0,14.0,6.0,0.0,22.0,1.0,1.0,1.0,0.0,3.0,2.0,15.0,7.0,0.0,24.0,10.0,25.0,7.0,0.0,42.0,36.0,47.0,21.0,0.0,104.0,2.0,7.0,1.0,0.0,10.0,4.0,4.0,2.0,0.0,10.0,1.0,1.0,3.0,0.0,5.0,0.0,3.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,84.0,604.0,387.0,1.0,1076.0,3.0,39.0,20.0,0.0,62.0,1589.0
Clarke,5D,3087.0,3.0,2.0,1.0,0.0,6.0,4.0,2.0,0.0,0.0,6.0,42.0,114.0,60.0,0.0,216.0,3.0,2.0,2.0,0.0,7.0,3.0,5.0,3.0,0.0,11.0,2.0,0.0,1.0,0.0,3.0,5.0,4.0,1.0,0.0,10.0,89.0,94.0,55.0,1.0,239.0,18.0,26.0,15.0,0.0,59.0,3.0,1.0,0.0,0.0,4.0,19.0,34.0,9.0,1.0,63.0,15.0,26.0,5.0,0.0,46.0,38.0,93.0,47.0,1.0,179.0,12.0,12.0,4.0,1.0,29.0,5.0,6.0,1.0,0.0,12.0,1.0,4.0,2.0,0.0,7.0,2.0,3.0,3.0,0.0,8.0,0.0,2.0,0.0,0.0,2.0,151.0,427.0,309.0,1.0,888.0,5.0,10.0,8.0,0.0,23.0,1818.0
Clarke,6A,3780.0,3.0,1.0,2.0,0.0,6.0,2.0,4.0,4.0,0.0,10.0,73.0,257.0,143.0,0.0,473.0,2.0,3.0,1.0,0.0,6.0,8.0,10.0,9.0,0.0,27.0,1.0,3.0,3.0,0.0,7.0,8.0,7.0,2.0,1.0,18.0,28.0,90.0,54.0,0.0,172.0,8.0,21.0,13.0,0.0,42.0,2.0,3.0,1.0,0.0,6.0,15.0,27.0,12.0,1.0,55.0,17.0,37.0,34.0,0.0,88.0,111.0,350.0,199.0,1.0,661.0,2.0,11.0,5.0,0.0,18.0,7.0,7.0,2.0,0.0,16.0,1.0,4.0,1.0,0.0,6.0,0.0,3.0,4.0,0.0,7.0,8.0,6.0,5.0,0.0,19.0,111.0,413.0,473.0,0.0,997.0,5.0,8.0,9.0,0.0,22.0,2656.0
Clarke,6B,3865.0,3.0,5.0,2.0,0.0,10.0,0.0,3.0,6.0,0.0,9.0,59.0,200.0,122.0,0.0,381.0,1.0,10.0,8.0,0.0,19.0,3.0,7.0,3.0,0.0,13.0,1.0,1.0,1.0,0.0,3.0,6.0,7.0,4.0,0.0,17.0,52.0,104.0,60.0,0.0,216.0,15.0,16.0,16.0,0.0,47.0,2.0,4.0,0.0,0.0,6.0,13.0,27.0,26.0,0.0,66.0,7.0,44.0,36.0,0.0,87.0,103.0,226.0,188.0,0.0,517.0,5.0,12.0,3.0,0.0,20.0,6.0,7.0,6.0,0.0,19.0,5.0,2.0,3.0,0.0,10.0,1.0,9.0,3.0,0.0,13.0,3.0,6.0,6.0,0.0,15.0,120.0,483.0,600.0,1.0,1204.0,3.0,19.0,12.0,0.0,34.0,2706.0
Clarke,6C,3129.0,2.0,0.0,3.0,0.0,5.0,5.0,2.0,2.0,0.0,9.0,75.0,185.0,119.0,0.0,379.0,3.0,4.0,4.0,0.0,11.0,2.0,6.0,5.0,0.0,13.0,2.0,0.0,1.0,0.0,3.0,2.0,6.0,1.0,0.0,9.0,36.0,68.0,48.0,0.0,152.0,6.0,17.0,11.0,0.0,34.0,2.0,4.0,2.0,0.0,8.0,7.0,18.0,8.0,0.0,33.0,11.0,32.0,28.0,0.0,71.0,113.0,247.0,144.0,0.0,504.0,2.0,11.0,5.0,0.0,18.0,5.0,11.0,3.0,0.0,19.0,1.0,5.0,5.0,0.0,11.0,0.0,1.0,3.0,0.0,4.0,5.0,6.0,4.0,0.0,15.0,88.0,384.0,463.0,0.0,935.0,3.0,16.0,13.0,0.0,32.0,2265.0
Clarke,6D,1701.0,2.0,1.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,6.0,43.0,63.0,26.0,0.0,132.0,2.0,1.0,2.0,0.0,5.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,3.0,5.0,2.0,1.0,0.0,8.0,10.0,45.0,27.0,0.0,82.0,7.0,8.0,8.0,0.0,23.0,2.0,3.0,1.0,0.0,6.0,7.0,14.0,12.0,0.0,33.0,12.0,22.0,13.0,0.0,47.0,42.0,82.0,36.0,0.0,160.0,1.0,9.0,1.0,0.0,11.0,5.0,3.0,1.0,0.0,9.0,0.0,2.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,3.0,1.0,3.0,0.0,7.0,77.0,330.0,311.0,0.0,718.0,2.0,13.0,8.0,0.0,23.0,1284.0
Clarke,7A,2968.0,2.0,2.0,0.0,0.0,4.0,3.0,1.0,2.0,0.0,6.0,57.0,156.0,108.0,0.0,321.0,1.0,2.0,5.0,0.0,8.0,2.0,3.0,3.0,0.0,8.0,4.0,3.0,1.0,0.0,8.0,4.0,4.0,2.0,1.0,11.0,27.0,70.0,53.0,0.0,150.0,5.0,15.0,11.0,0.0,31.0,3.0,7.0,0.0,0.0,10.0,13.0,31.0,10.0,0.0,54.0,10.0,32.0,22.0,0.0,64.0,88.0,202.0,145.0,0.0,435.0,2.0,13.0,5.0,0.0,20.0,4.0,6.0,5.0,0.0,15.0,1.0,0.0,1.0,0.0,2.0,1.0,9.0,9.0,0.0,19.0,4.0,5.0,1.0,0.0,10.0,114.0,388.0,435.0,0.0,937.0,1.0,15.0,16.0,0.0,32.0,2145.0
Clarke,7B,3166.0,2.0,3.0,1.0,0.0,6.0,3.0,1.0,2.0,1.0,7.0,40.0,154.0,98.0,0.0,292.0,2.0,0.0,4.0,0.0,6.0,2.0,5.0,5.0,0.0,12.0,4.0,3.0,1.0,0.0,8.0,3.0,6.0,3.0,0.0,12.0,29.0,77.0,59.0,1.0,166.0,8.0,19.0,5.0,0.0,32.0,5.0,7.0,1.0,0.0,13.0,12.0,24.0,11.0,0.0,47.0,13.0,28.0,22.0,0.0,63.0,72.0,265.0,133.0,0.0,470.0,2.0,11.0,3.0,0.0,16.0,8.0,11.0,3.0,0.0,22.0,2.0,1.0,2.0,0.0,5.0,1.0,2.0,7.0,0.0,10.0,5.0,7.0,3.0,0.0,15.0,74.0,422.0,468.0,0.0,964.0,4.0,14.0,14.0,0.0,32.0,2198.0
Clarke,7C,2733.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,0.0,6.0,51.0,132.0,75.0,1.0,259.0,2.0,2.0,4.0,0.0,8.0,4.0,4.0,1.0,0.0,9.0,3.0,2.0,3.0,1.0,9.0,5.0,7.0,2.0,0.0,14.0,21.0,69.0,44.0,0.0,134.0,2.0,13.0,6.0,0.0,21.0,3.0,4.0,3.0,0.0,10.0,12.0,23.0,8.0,0.0,43.0,14.0,35.0,23.0,0.0,72.0,100.0,210.0,120.0,0.0,430.0,3.0,7.0,1.0,0.0,11.0,12.0,12.0,1.0,0.0,25.0,3.0,0.0,0.0,0.0,3.0,1.0,3.0,8.0,0.0,12.0,1.0,2.0,0.0,0.0,3.0,98.0,417.0,411.0,0.0,926.0,2.0,22.0,14.0,0.0,38.0,2036.0
Clarke,8A,3319.0,2.0,5.0,1.0,0.0,8.0,2.0,3.0,3.0,0.0,8.0,38.0,103.0,94.0,0.0,235.0,2.0,4.0,5.0,1.0,12.0,4.0,8.0,5.0,0.0,17.0,2.0,2.0,0.0,0.0,4.0,5.0,7.0,4.0,0.0,16.0,26.0,79.0,40.0,2.0,147.0,16.0,15.0,14.0,0.0,45.0,1.0,3.0,0.0,0.0,4.0,15.0,28.0,14.0,0.0,57.0,12.0,41.0,24.0,0.0,77.0,71.0,149.0,112.0,0.0,332.0,6.0,13.0,1.0,0.0,20.0,12.0,3.0,7.0,0.0,22.0,1.0,5.0,1.0,0.0,7.0,0.0,3.0,6.0,0.0,9.0,3.0,3.0,2.0,0.0,8.0,105.0,440.0,555.0,0.0,1100.0,3.0,8.0,16.0,0.0,27.0,2155.0
Clarke,8B,2317.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,38.0,77.0,52.0,0.0,167.0,1.0,5.0,5.0,0.0,11.0,4.0,6.0,2.0,0.0,12.0,0.0,3.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,7.0,33.0,52.0,34.0,0.0,119.0,7.0,13.0,3.0,0.0,23.0,3.0,2.0,0.0,0.0,5.0,10.0,22.0,7.0,0.0,39.0,12.0,33.0,12.0,0.0,57.0,57.0,78.0,80.0,0.0,215.0,5.0,5.0,5.0,0.0,15.0,4.0,7.0,7.0,0.0,18.0,0.0,3.0,1.0,0.0,4.0,3.0,4.0,2.0,0.0,9.0,2.0,2.0,1.0,0.0,5.0,97.0,292.0,362.0,0.0,751.0,9.0,5.0,14.0,0.0,28.0,1493.0
Clarke,8C,3910.0,1.0,3.0,4.0,0.0,8.0,1.0,2.0,0.0,0.0,3.0,62.0,125.0,77.0,1.0,265.0,8.0,4.0,11.0,0.0,23.0,7.0,3.0,5.0,0.0,15.0,2.0,1.0,0.0,0.0,3.0,1.0,5.0,3.0,0.0,9.0,45.0,110.0,52.0,0.0,207.0,9.0,27.0,12.0,0.0,48.0,2.0,5.0,0.0,0.0,7.0,16.0,40.0,23.0,0.0,79.0,26.0,45.0,26.0,0.0,97.0,84.0,191.0,104.0,0.0,379.0,7.0,14.0,5.0,0.0,26.0,12.0,12.0,10.0,0.0,34.0,4.0,6.0,1.0,0.0,11.0,1.0,3.0,5.0,0.0,9.0,6.0,5.0,1.0,0.0,12.0,151.0,517.0,542.0,2.0,1212.0,7.0,20.0,28.0,1.0,56.0,2503.0
Dougherty,Palmyra Methodist,2761.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,113.0,123.0,67.0,2.0,305.0,0.0,3.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,3.0,5.0,3.0,3.0,0.0,11.0,34.0,36.0,25.0,2.0,97.0,7.0,9.0,6.0,0.0,22.0,6.0,1.0,1.0,0.0,8.0,16.0,13.0,16.0,0.0,45.0,9.0,18.0,10.0,0.0,37.0,176.0,165.0,108.0,3.0,452.0,8.0,3.0,1.0,0.0,12.0,4.0,4.0,0.0,0.0,8.0,2.0,0.0,1.0,0.0,3.0,0.0,6.0,11.0,0.0,17.0,8.0,2.0,2.0,0.0,12.0,140.0,204.0,163.0,4.0,511.0,3.0,4.0,4.0,0.0,11.0,1567.0
Dougherty,Sherwood Elementary,3205.0,4.0,1.0,0.0,0.0,5.0,3.0,0.0,4.0,0.0,7.0,78.0,118.0,67.0,0.0,263.0,3.0,2.0,0.0,0.0,5.0,4.0,5.0,2.0,1.0,12.0,4.0,2.0,0.0,0.0,6.0,4.0,2.0,2.0,0.0,8.0,57.0,80.0,29.0,0.0,166.0,17.0,20.0,7.0,0.0,44.0,7.0,2.0,2.0,0.0,11.0,24.0,24.0,12.0,0.0,60.0,26.0,19.0,12.0,0.0,57.0,151.0,134.0,105.0,0.0,390.0,10.0,11.0,3.0,0.0,24.0,6.0,3.0,0.0,0.0,9.0,3.0,4.0,0.0,0.0,7.0,1.0,2.0,5.0,0.0,8.0,2.0,5.0,3.0,0.0,10.0,236.0,357.0,228.0,0.0,821.0,6.0,4.0,6.0,0.0,16.0,1929.0
Dougherty,Covenant Church,2334.0,1.0,0.0,1.0,0.0,2.0,4.0,0.0,2.0,1.0,7.0,112.0,66.0,54.0,0.0,232.0,4.0,3.0,2.0,0.0,9.0,6.0,3.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,2.0,8.0,3.0,0.0,0.0,11.0,31.0,38.0,23.0,0.0,92.0,17.0,12.0,5.0,0.0,34.0,7.0,3.0,0.0,0.0,10.0,18.0,18.0,11.0,0.0,47.0,12.0,14.0,7.0,1.0,34.0,169.0,134.0,74.0,0.0,377.0,3.0,4.0,2.0,0.0,9.0,5.0,0.0,1.0,0.0,6.0,0.0,1.0,3.0,0.0,4.0,1.0,2.0,2.0,0.0,5.0,4.0,1.0,0.0,0.0,5.0,157.0,197.0,155.0,1.0,510.0,4.0,6.0,0.0,0.0,10.0,1415.0
Dougherty,Greenbriar Church,3885.0,1.0,3.0,5.0,0.0,9.0,1.0,2.0,6.0,0.0,9.0,149.0,277.0,129.0,2.0,557.0,2.0,0.0,2.0,0.0,4.0,5.0,3.0,2.0,0.0,10.0,1.0,3.0,0.0,0.0,4.0,6.0,2.0,3.0,0.0,11.0,35.0,78.0,33.0,1.0,147.0,10.0,19.0,10.0,0.0,39.0,1.0,4.0,0.0,0.0,5.0,10.0,26.0,26.0,0.0,62.0,14.0,27.0,18.0,0.0,59.0,230.0,372.0,201.0,3.0,806.0,4.0,10.0,0.0,0.0,14.0,5.0,7.0,2.0,0.0,14.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,9.0,8.0,4.0,3.0,0.0,15.0,174.0,503.0,446.0,2.0,1125.0,6.0,5.0,8.0,0.0,19.0,2919.0
Dougherty,Westover High School,3394.0,2.0,6.0,4.0,0.0,12.0,1.0,0.0,3.0,0.0,4.0,106.0,175.0,110.0,0.0,391.0,1.0,1.0,2.0,0.0,4.0,6.0,6.0,1.0,0.0,13.0,3.0,1.0,0.0,0.0,4.0,6.0,5.0,4.0,0.0,15.0,53.0,76.0,28.0,0.0,157.0,11.0,20.0,14.0,0.0,45.0,5.0,3.0,0.0,0.0,8.0,8.0,22.0,11.0,0.0,41.0,25.0,23.0,18.0,0.0,66.0,180.0,242.0,150.0,0.0,572.0,2.0,12.0,2.0,0.0,16.0,5.0,3.0,2.0,0.0,10.0,3.0,2.0,1.0,0.0,6.0,2.0,8.0,1.0,0.0,11.0,1.0,3.0,2.0,0.0,6.0,214.0,508.0,323.0,0.0,1045.0,8.0,8.0,4.0,0.0,20.0,2446.0
Dougherty,Merry Acres Middle,2432.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,7.0,116.0,161.0,79.0,3.0,359.0,1.0,2.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,6.0,0.0,0.0,2.0,0.0,2.0,6.0,2.0,1.0,0.0,9.0,29.0,45.0,23.0,1.0,98.0,11.0,10.0,6.0,0.0,27.0,6.0,2.0,1.0,0.0,9.0,12.0,11.0,5.0,1.0,29.0,15.0,4.0,17.0,0.0,36.0,179.0,166.0,103.0,0.0,448.0,3.0,6.0,0.0,0.0,9.0,1.0,3.0,1.0,0.0,5.0,2.0,2.0,0.0,0.0,4.0,1.0,6.0,3.0,0.0,10.0,3.0,0.0,0.0,0.0,3.0,144.0,215.0,165.0,5.0,529.0,0.0,3.0,0.0,0.0,3.0,1598.0
