County,Precinct,Registered Voters,Marjorie Taylor Greene (Rep)_Election Day Votes,Marjorie Taylor Greene (Rep)_Advanced Voting Votes,Marjorie Taylor Greene (Rep)_Absentee by Mail Votes,Marjorie Taylor Greene (Rep)_Provisional Votes,Marjorie Taylor Greene (Rep)_Choice Total,Kevin Van Ausdal (Dem)_Election Day Votes,Kevin Van Ausdal (Dem)_Advanced Voting Votes,Kevin Van Ausdal (Dem)_Absentee by Mail Votes,Kevin Van Ausdal (Dem)_Provisional Votes,Kevin Van Ausdal (Dem)_Choice Total,Total Votes,"Earl L. """"Buddy"""" Carter (I) (Rep)_Election Day Votes","Earl L. """"Buddy"""" Carter (I) (Rep)_Advanced Voting Votes","Earl L. """"Buddy"""" Carter (I) (Rep)_Absentee by Mail Votes","Earl L. """"Buddy"""" Carter (I) (Rep)_Provisional Votes","Earl L. """"Buddy"""" Carter (I) (Rep)_Choice Total",Joyce Marie Griggs (Dem)_Election Day Votes,Joyce Marie Griggs (Dem)_Advanced Voting Votes,Joyce Marie Griggs (Dem)_Absentee by Mail Votes,Joyce Marie Griggs (Dem)_Provisional Votes,Joyce Marie Griggs (Dem)_Choice Total,Becky E. Hites (Rep)_Election Day Votes,Becky E. Hites (Rep)_Advanced Voting Votes,Becky E. Hites (Rep)_Absentee by Mail Votes,Becky E. Hites (Rep)_Provisional Votes,Becky E. Hites (Rep)_Choice Total,David Scott (I) (Dem)_Election Day Votes,David Scott (I) (Dem)_Advanced Voting Votes,David Scott (I) (Dem)_Absentee by Mail Votes,David Scott (I) (Dem)_Provisional Votes,David Scott (I) (Dem)_Choice Total,Barry Loudermilk (I) (Rep)_Election Day Votes,Barry Loudermilk (I) (Rep)_Advanced Voting Votes,Barry Loudermilk (I) (Rep)_Absentee by Mail Votes,Barry Loudermilk (I) (Rep)_Provisional Votes,Barry Loudermilk (I) (Rep)_Choice Total,Dana Barrett (Dem)_Election Day Votes,Dana Barrett (Dem)_Advanced Voting Votes,Dana Barrett (Dem)_Absentee by Mail Votes,Dana Barrett (Dem)_Provisional Votes,Dana Barrett (Dem)_Choice Total,Rick W. Allen (I) (Rep)_Election Day Votes,Rick W. Allen (I) (Rep)_Advanced Voting Votes,Rick W. Allen (I) (Rep)_Absentee by Mail Votes,Rick W. Allen (I) (Rep)_Provisional Votes,Rick W. Allen (I) (Rep)_Choice Total,Liz Johnson (Dem)_Election Day Votes,Liz Johnson (Dem)_Advanced Voting Votes,Liz Johnson (Dem)_Absentee by Mail Votes,Liz Johnson (Dem)_Provisional Votes,Liz Johnson (Dem)_Choice Total,Jody Hice (I) (Rep)_Election Day Votes,Jody Hice (I) (Rep)_Advanced Voting Votes,Jody Hice (I) (Rep)_Absentee by Mail Votes,Jody Hice (I) (Rep)_Provisional Votes,Jody Hice (I) (Rep)_Choice Total,Tabitha Johnson-Green (Dem)_Election Day Votes,Tabitha Johnson-Green (Dem)_Advanced Voting Votes,Tabitha Johnson-Green (Dem)_Absentee by Mail Votes,Tabitha Johnson-Green (Dem)_Provisional Votes,Tabitha Johnson-Green (Dem)_Choice Total
Chattooga,Lyerly,934.0,208.0,257.0,50.0,1.0,516.0,39.0,47.0,24.0,0.0,110.0,626.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattooga,Trion,3496.0,561.0,1116.0,244.0,1.0,1922.0,74.0,172.0,119.0,0.0,365.0,2287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattooga,Summerville,5155.0,524.0,1572.0,393.0,1.0,2490.0,155.0,428.0,275.0,1.0,859.0,3349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattooga,Teloga,593.0,88.0,246.0,63.0,0.0,397.0,5.0,19.0,23.0,0.0,47.0,444.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattooga,Dirttown,897.0,248.0,257.0,70.0,0.0,575.0,33.0,44.0,40.0,0.0,117.0,692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattooga,Seminole,138.0,34.0,41.0,17.0,0.0,92.0,3.0,6.0,2.0,0.0,11.0,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattooga,Subligna,489.0,166.0,122.0,49.0,1.0,338.0,11.0,12.0,17.0,0.0,40.0,378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattooga,Alpine,872.0,255.0,207.0,64.0,0.0,526.0,29.0,38.0,31.0,0.0,98.0,624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattooga,Cloudland,378.0,73.0,102.0,31.0,0.0,206.0,8.0,37.0,30.0,0.0,75.0,281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattooga,Pennville,588.0,64.0,189.0,37.0,0.0,290.0,9.0,30.0,12.0,0.0,51.0,341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierce,Hacklebarney-Cason,3524.0,,,,,,,,,,,2328.0,253.0,1406.0,228.0,0.0,1887.0,32.0,263.0,146.0,0.0,441.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierce,Blackshear,3207.0,,,,,,,,,,,2147.0,268.0,1419.0,242.0,0.0,1929.0,39.0,115.0,64.0,0.0,218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierce,St Johns-Blackshear,1611.0,,,,,,,,,,,1179.0,134.0,814.0,141.0,0.0,1089.0,14.0,48.0,28.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierce,Otter Creek,1397.0,,,,,,,,,,,992.0,190.0,616.0,111.0,0.0,917.0,9.0,41.0,25.0,0.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierce,Patterson,1311.0,,,,,,,,,,,922.0,204.0,516.0,80.0,0.0,800.0,16.0,72.0,34.0,0.0,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierce,Mershon,478.0,,,,,,,,,,,352.0,37.0,246.0,49.0,0.0,332.0,2.0,10.0,8.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierce,Alabaha,918.0,,,,,,,,,,,643.0,72.0,460.0,60.0,0.0,592.0,7.0,30.0,14.0,0.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierce,Sunset-Sweat,271.0,,,,,,,,,,,225.0,28.0,161.0,33.0,0.0,222.0,0.0,3.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lincoln,Midway,587.0,,,,,,,,,,,432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,163.0,45.0,0.0,306.0,32.0,29.0,65.0,0.0,126.0
Lincoln,Lincoln Club House,799.0,,,,,,,,,,,546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,135.0,28.0,0.0,225.0,57.0,108.0,154.0,2.0,321.0
Lincoln,Lincoln Center,1489.0,,,,,,,,,,,1103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.0,562.0,133.0,0.0,867.0,49.0,98.0,89.0,0.0,236.0
Lincoln,Faith Temple of Lincoln,489.0,,,,,,,,,,,349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,118.0,28.0,0.0,223.0,21.0,52.0,53.0,0.0,126.0
Lincoln,Tabernacle,1003.0,,,,,,,,,,,714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,235.0,51.0,0.0,416.0,56.0,103.0,139.0,0.0,298.0
Lincoln,Bethany Church,575.0,,,,,,,,,,,408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0,173.0,56.0,0.0,345.0,8.0,30.0,25.0,0.0,63.0
Lincoln,Martins Crossroad,1234.0,,,,,,,,,,,963.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.0,446.0,98.0,1.0,789.0,25.0,69.0,80.0,0.0,174.0
Camden,Tarboro,979.0,,,,,,,,,,,662.0,212.0,208.0,62.0,0.0,482.0,49.0,56.0,75.0,0.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,Waverly,1530.0,,,,,,,,,,,1206.0,269.0,469.0,151.0,0.0,889.0,67.0,94.0,156.0,0.0,317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,Woodbine,1973.0,,,,,,,,,,,1357.0,251.0,477.0,104.0,1.0,833.0,94.0,236.0,194.0,0.0,524.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,Browntown,698.0,,,,,,,,,,,450.0,116.0,206.0,52.0,0.0,374.0,15.0,23.0,38.0,0.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,Harrietts Bluff,1834.0,,,,,,,,,,,1354.0,356.0,573.0,130.0,0.0,1059.0,51.0,149.0,94.0,1.0,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,West Kingsland,2782.0,,,,,,,,,,,1815.0,295.0,879.0,164.0,0.0,1338.0,85.0,269.0,123.0,0.0,477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,North Kingsland,2599.0,,,,,,,,,,,1528.0,188.0,493.0,81.0,0.0,762.0,124.0,402.0,240.0,0.0,766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,Kingsland,2274.0,,,,,,,,,,,1239.0,170.0,494.0,99.0,0.0,763.0,82.0,262.0,132.0,0.0,476.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,East Kingsland,6866.0,,,,,,,,,,,4393.0,492.0,1913.0,415.0,0.0,2820.0,192.0,896.0,485.0,0.0,1573.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,North St Marys,2095.0,,,,,,,,,,,942.0,151.0,317.0,77.0,0.0,545.0,98.0,197.0,101.0,1.0,397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,St Marys,3218.0,,,,,,,,,,,2045.0,333.0,712.0,175.0,0.0,1220.0,142.0,417.0,266.0,0.0,825.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,South St Marys,2139.0,,,,,,,,,,,1532.0,201.0,636.0,164.0,1.0,1002.0,49.0,247.0,233.0,1.0,530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,Mush Bluff,2816.0,,,,,,,,,,,1941.0,304.0,828.0,185.0,1.0,1318.0,88.0,317.0,218.0,0.0,623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,West St Marys,3147.0,,,,,,,,,,,2471.0,223.0,1204.0,388.0,0.0,1815.0,52.0,324.0,280.0,0.0,656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilkes,Senior Citizen Center,1552.0,,,,,,,,,,,1033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,263.0,72.0,2.0,396.0,139.0,284.0,211.0,3.0,637.0
Wilkes,Young Farmers Bldg,1173.0,,,,,,,,,,,916.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0,448.0,149.0,1.0,725.0,40.0,89.0,62.0,0.0,191.0
Wilkes,Metasville Fire Sta,610.0,,,,,,,,,,,447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,165.0,51.0,0.0,323.0,25.0,35.0,64.0,0.0,124.0
Wilkes,Edward B Pope Center,1017.0,,,,,,,,,,,641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,115.0,35.0,0.0,192.0,129.0,201.0,119.0,0.0,449.0
Wilkes,Rayle City Hall,570.0,,,,,,,,,,,412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,114.0,35.0,1.0,280.0,42.0,39.0,51.0,0.0,132.0
Wilkes,Courthouse,1001.0,,,,,,,,,,,741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,332.0,84.0,0.0,496.0,37.0,118.0,90.0,0.0,245.0
Wilkes,Tignal Sch Lunch Rm,896.0,,,,,,,,,,,662.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.0,201.0,58.0,0.0,425.0,58.0,63.0,116.0,0.0,237.0
Washington,Riddleville,561.0,,,,,,,,,,,418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0,99.0,40.0,0.0,273.0,42.0,34.0,68.0,1.0,145.0
Washington,Warthen,742.0,,,,,,,,,,,549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,100.0,58.0,0.0,321.0,80.0,58.0,89.0,1.0,228.0
Washington,Tennille,2512.0,,,,,,,,,,,1677.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.0,430.0,106.0,0.0,695.0,244.0,435.0,300.0,3.0,982.0
Washington,Oconee,581.0,,,,,,,,,,,408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,74.0,27.0,0.0,222.0,51.0,58.0,76.0,1.0,186.0
Washington,Harrison,1005.0,,,,,,,,,,,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.0,214.0,54.0,2.0,477.0,88.0,64.0,91.0,0.0,243.0
Washington,Davisboro,814.0,,,,,,,,,,,584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0,153.0,48.0,0.0,339.0,100.0,61.0,84.0,0.0,245.0
Washington,Sandersville,6221.0,,,,,,,,,,,4307.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.0,1241.0,375.0,1.0,1911.0,414.0,1018.0,964.0,0.0,2396.0
Washington,Deepstep,554.0,,,,,,,,,,,406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.0,81.0,27.0,1.0,300.0,22.0,30.0,54.0,0.0,106.0
Richmond,101,896.0,,,,,,,,,,,650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,130.0,74.0,1.0,329.0,63.0,139.0,117.0,2.0,321.0,,,,,,,,,,
Richmond,102,1278.0,,,,,,,,,,,636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,72.0,41.0,0.0,171.0,124.0,157.0,181.0,3.0,465.0,,,,,,,,,,
Richmond,103,1428.0,,,,,,,,,,,756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,17.0,16.0,0.0,40.0,157.0,285.0,272.0,2.0,716.0,,,,,,,,,,
Richmond,104,2976.0,,,,,,,,,,,1623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,55.0,43.0,0.0,132.0,413.0,507.0,565.0,6.0,1491.0,,,,,,,,,,
Richmond,105,832.0,,,,,,,,,,,524.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,16.0,15.0,0.0,44.0,104.0,213.0,162.0,1.0,480.0,,,,,,,,,,
Richmond,106,1182.0,,,,,,,,,,,495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,56.0,32.0,0.0,134.0,134.0,102.0,123.0,2.0,361.0,,,,,,,,,,
Richmond,107,1800.0,,,,,,,,,,,1267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.0,289.0,162.0,0.0,644.0,115.0,232.0,275.0,1.0,623.0,,,,,,,,,,
Richmond,108,517.0,,,,,,,,,,,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,12.0,20.0,0.0,49.0,58.0,106.0,107.0,0.0,271.0,,,,,,,,,,
Richmond,109,1052.0,,,,,,,,,,,617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,59.0,40.0,0.0,131.0,97.0,228.0,160.0,1.0,486.0,,,,,,,,,,
Richmond,111,1578.0,,,,,,,,,,,871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,90.0,56.0,0.0,209.0,160.0,242.0,259.0,1.0,662.0,,,,,,,,,,
Richmond,112,882.0,,,,,,,,,,,524.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,91.0,99.0,0.0,213.0,41.0,114.0,154.0,2.0,311.0,,,,,,,,,,
Richmond,114,856.0,,,,,,,,,,,428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,17.0,22.0,0.0,63.0,101.0,132.0,131.0,1.0,365.0,,,,,,,,,,
Richmond,201,581.0,,,,,,,,,,,765.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,10.0,14.0,1.0,48.0,229.0,266.0,218.0,4.0,717.0,,,,,,,,,,
Richmond,115,1332.0,,,,,,,,,,,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,43.0,29.0,0.0,117.0,46.0,42.0,51.0,0.0,139.0,,,,,,,,,,
Richmond,202,4492.0,,,,,,,,,,,2468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.0,297.0,231.0,0.0,756.0,475.0,709.0,520.0,8.0,1712.0,,,,,,,,,,
Richmond,203,991.0,,,,,,,,,,,510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,9.0,10.0,1.0,31.0,127.0,161.0,189.0,2.0,479.0,,,,,,,,,,
Richmond,204,1578.0,,,,,,,,,,,1078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,223.0,134.0,1.0,545.0,114.0,233.0,184.0,2.0,533.0,,,,,,,,,,
Richmond,207,2705.0,,,,,,,,,,,1311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,63.0,47.0,1.0,169.0,326.0,409.0,400.0,7.0,1142.0,,,,,,,,,,
Richmond,208,2651.0,,,,,,,,,,,1394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,104.0,72.0,2.0,260.0,298.0,460.0,374.0,2.0,1134.0,,,,,,,,,,
Richmond,210,1507.0,,,,,,,,,,,954.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,66.0,44.0,1.0,153.0,150.0,305.0,343.0,3.0,801.0,,,,,,,,,,
Richmond,301,2409.0,,,,,,,,,,,1917.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.0,597.0,310.0,1.0,1251.0,116.0,281.0,269.0,0.0,666.0,,,,,,,,,,
Richmond,302,1032.0,,,,,,,,,,,601.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,72.0,52.0,0.0,153.0,135.0,200.0,113.0,0.0,448.0,,,,,,,,,,
Richmond,303,1417.0,,,,,,,,,,,1144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,477.0,210.0,1.0,864.0,26.0,128.0,126.0,0.0,280.0,,,,,,,,,,
Richmond,304,365.0,,,,,,,,,,,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,70.0,49.0,0.0,180.0,9.0,42.0,41.0,0.0,92.0,,,,,,,,,,
Richmond,305,428.0,,,,,,,,,,,383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,166.0,93.0,1.0,311.0,5.0,34.0,33.0,0.0,72.0,,,,,,,,,,
Richmond,306,3934.0,,,,,,,,,,,2544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.0,398.0,297.0,0.0,922.0,269.0,805.0,545.0,3.0,1622.0,,,,,,,,,,
Richmond,307,1642.0,,,,,,,,,,,1192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0,395.0,206.0,0.0,790.0,59.0,154.0,189.0,0.0,402.0,,,,,,,,,,
Richmond,308,622.0,,,,,,,,,,,383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,68.0,44.0,0.0,158.0,46.0,106.0,72.0,1.0,225.0,,,,,,,,,,
Richmond,309,3340.0,,,,,,,,,,,2441.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,142.0,100.0,1.0,332.0,299.0,1086.0,722.0,2.0,2109.0,,,,,,,,,,
Richmond,310,5163.0,,,,,,,,,,,3539.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.0,406.0,199.0,1.0,866.0,387.0,1337.0,945.0,4.0,2673.0,,,,,,,,,,
Richmond,401,2093.0,,,,,,,,,,,1508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,61.0,37.0,0.0,130.0,225.0,680.0,473.0,0.0,1378.0,,,,,,,,,,
Richmond,402,3311.0,,,,,,,,,,,1677.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,85.0,56.0,1.0,220.0,413.0,507.0,534.0,3.0,1457.0,,,,,,,,,,
Richmond,404,1748.0,,,,,,,,,,,1163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,63.0,61.0,1.0,172.0,222.0,444.0,322.0,3.0,991.0,,,,,,,,,,
Richmond,405,4424.0,,,,,,,,,,,3138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,142.0,96.0,0.0,298.0,326.0,1417.0,1092.0,5.0,2840.0,,,,,,,,,,
Richmond,406,3221.0,,,,,,,,,,,2316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,102.0,63.0,1.0,227.0,322.0,977.0,786.0,4.0,2089.0,,,,,,,,,,
Richmond,501,3549.0,,,,,,,,,,,2098.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,105.0,107.0,1.0,290.0,352.0,711.0,742.0,3.0,1808.0,,,,,,,,,,
Richmond,502,4138.0,,,,,,,,,,,2513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,107.0,72.0,1.0,274.0,451.0,926.0,855.0,7.0,2239.0,,,,,,,,,,
Richmond,503,4021.0,,,,,,,,,,,2390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,201.0,106.0,1.0,410.0,357.0,870.0,749.0,4.0,1980.0,,,,,,,,,,
Richmond,504,2339.0,,,,,,,,,,,1233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0,107.0,90.0,2.0,345.0,241.0,364.0,279.0,4.0,888.0,,,,,,,,,,
Richmond,506,416.0,,,,,,,,,,,227.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,47.0,13.0,0.0,72.0,41.0,69.0,42.0,3.0,155.0,,,,,,,,,,
Richmond,507,968.0,,,,,,,,,,,624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,70.0,39.0,0.0,156.0,130.0,205.0,132.0,1.0,468.0,,,,,,,,,,
Richmond,509,2172.0,,,,,,,,,,,1432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,84.0,64.0,1.0,206.0,203.0,599.0,420.0,4.0,1226.0,,,,,,,,,,
Richmond,601,3988.0,,,,,,,,,,,2202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.0,269.0,134.0,5.0,581.0,307.0,776.0,526.0,12.0,1621.0,,,,,,,,,,
Richmond,603,3570.0,,,,,,,,,,,2223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.0,415.0,272.0,0.0,1099.0,277.0,451.0,394.0,2.0,1124.0,,,,,,,,,,
Richmond,604,1811.0,,,,,,,,,,,1028.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.0,85.0,80.0,0.0,332.0,174.0,301.0,221.0,0.0,696.0,,,,,,,,,,
Richmond,605,3880.0,,,,,,,,,,,2251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.0,330.0,224.0,0.0,800.0,302.0,626.0,521.0,2.0,1451.0,,,,,,,,,,
Richmond,607,1812.0,,,,,,,,,,,1213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,43.0,35.0,0.0,104.0,184.0,524.0,400.0,1.0,1109.0,,,,,,,,,,
Richmond,608,1472.0,,,,,,,,,,,1005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.0,245.0,108.0,0.0,601.0,86.0,171.0,146.0,1.0,404.0,,,,,,,,,,
Richmond,701,2403.0,,,,,,,,,,,1814.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.0,574.0,277.0,1.0,1176.0,96.0,256.0,285.0,1.0,638.0,,,,,,,,,,
Richmond,702,1943.0,,,,,,,,,,,1392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.0,419.0,178.0,0.0,904.0,106.0,208.0,174.0,0.0,488.0,,,,,,,,,,
Richmond,703,4644.0,,,,,,,,,,,2839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.0,615.0,279.0,1.0,1272.0,335.0,746.0,480.0,6.0,1567.0,,,,,,,,,,
Richmond,705,2276.0,,,,,,,,,,,1669.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,452.0,313.0,2.0,989.0,115.0,311.0,253.0,1.0,680.0,,,,,,,,,,
Richmond,706,3315.0,,,,,,,,,,,2441.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.0,880.0,377.0,0.0,1522.0,111.0,437.0,369.0,2.0,919.0,,,,,,,,,,
Richmond,707,2122.0,,,,,,,,,,,1350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,250.0,104.0,1.0,518.0,210.0,409.0,211.0,2.0,832.0,,,,,,,,,,
Richmond,708,305.0,,,,,,,,,,,234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,110.0,32.0,1.0,165.0,7.0,42.0,20.0,0.0,69.0,,,,,,,,,,
Richmond,709,576.0,,,,,,,,,,,403.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,109.0,56.0,0.0,212.0,29.0,78.0,84.0,0.0,191.0,,,,,,,,,,
Richmond,801,523.0,,,,,,,,,,,359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0,44.0,38.0,1.0,247.0,36.0,26.0,50.0,0.0,112.0,,,,,,,,,,
Richmond,801B,523.0,,,,,,,,,,,362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.0,33.0,49.0,0.0,277.0,34.0,15.0,36.0,0.0,85.0,,,,,,,,,,
Richmond,802,3251.0,,,,,,,,,,,2060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.0,425.0,221.0,4.0,1362.0,149.0,243.0,304.0,2.0,698.0,,,,,,,,,,
Richmond,803,252.0,,,,,,,,,,,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,23.0,2.0,0.0,34.0,25.0,25.0,28.0,1.0,79.0,,,,,,,,,,
